nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
CIV,DF,27,1989,28.3,,,,,,,,,,,,,,,,
ENG,MF,28,1988,7.0,,,,,,,,,,,,,,,,
USA,"DF,FW",20,1995,4.1,,,,,,,,,,,,,,,,
NIR,"DF,MF",21,1995,3.9,,,,,,,,,,,,,,,,
SEN,DF,27,1988,17.5,,,,,,,,,,,,,,,,
NED,DF,25,1990,19.8,,,,,,,,,,,,,,,,
SWE,MF,31,1985,16.3,,,,,,,,,,,,,,,,
RSA,MF,34,1982,8.9,,,,,,,,,,,,,,,,
NGA,FW,28,1988,13.5,,,,,,,,,,,,,,,,
ITA,GK,28,1988,9.0,,,,,,,,,,,,,,,,
TUN,"FW,MF",25,1991,9.4,,,,,,,,,,,,,,,,
FRA,DF,30,1986,1.0,,,,,,,,,,,,,,,,
ENG,DF,22,1994,27.0,,,,,,,,,,,,,,,,
ESP,FW,23,1992,6.2,,,,,,,,,,,,,,,,
ARG,DF,27,1989,27.0,,,,,,,,,,,,,,,,
ESP,FW,31,1985,27.1,,,,,,,,,,,,,,,,
ISL,"FW,MF",26,1989,37.0,,,,,,,,,,,,,,,,
ENG,"DF,MF",27,1989,24.8,,,,,,,,,,,,,,,,
SCO,MF,22,1994,7.7,,,,,,,,,,,,,,,,
ECU,"FW,MF",26,1989,5.4,,,,,,,,,,,,,,,,
GHA,"FW,MF",24,1991,9.6,,,,,,,,,,,,,,,,
IDN,DF,24,1992,15.7,,,,,,,,,,,,,,,,
KOR,MF,27,1989,14.3,,,,,,,,,,,,,,,,
SWE,GK,27,1989,1.0,,,,,,,,,,,,,,,,
ENG,DF,27,1988,30.2,,,,,,,,,,,,,,,,
ENG,MF,33,1982,12.9,,,,,,,,,,,,,,,,
NED,MF,26,1990,26.7,,,,,,,,,,,,,,,,
NED,"FW,MF",25,1990,4.6,,,,,,,,,,,,,,,,
SWE,"DF,MF",28,1988,13.9,,,,,,,,,,,,,,,,
NED,DF,23,1992,7.4,,,,,,,,,,,,,,,,
GAM,"FW,MF",23,1992,12.7,,,,,,,,,,,,,,,,
ENG,"FW,MF",28,1987,2.4,,,,,,,,,,,,,,,,
WAL,"DF,MF",27,1989,10.2,,,,,,,,,,,,,,,,
SCO,FW,20,1996,0.9,,,,,,,,,,,,,,,,
SCO,DF,22,1994,11.5,,,,,,,,,,,,,,,,
ENG,MF,24,1992,15.4,,,,,,,,,,,,,,,,
ENG,"FW,MF",31,1985,21.4,,,,,,,,,,,,,,,,
ESP,DF,33,1982,9.2,,,,,,,,,,,,,,,,
POL,GK,31,1985,37.0,,,,,,,,,,,,,,,,
WAL,"DF,MF",23,1993,19.3,,,,,,,,,,,,,,,,
DEN,"FW,MF",24,1992,35.1,,,,,,,,,,,,,,,,
ENG,"DF,MF",26,1990,17.0,,,,,,,,,,,,,,,,
ENG,"FW,MF",20,1996,33.7,,,,,,,,,,,,,,,,
ENG,"DF,MF",22,1994,33.8,,,,,,,,,,,,,,,,
SVK,MF,20,1996,0.1,,,,,,,,,,,,,,,,
CMR,"FW,MF",21,1995,0.6,,,,,,,,,,,,,,,,
ENG,FW,23,1993,28.0,,,,,,,,,,,,,,,,
ENG,MF,20,1996,5.5,,,,,,,,,,,,,,,,
FRA,GK,29,1986,33.4,,,,,,,,,,,,,,,,
BEL,DF,29,1987,32.2,,,,,,,,,,,,,,,,
ENG,"FW,MF",19,1997,0.2,,,,,,,,,,,,,,,,
AUT,DF,23,1992,4.0,,,,,,,,,,,,,,,,
ENG,"DF,MF",25,1990,6.3,,,,,,,,,,,,,,,,
ENG,"DF,MF",26,1990,30.0,,,,,,,,,,,,,,,,
NED,GK,32,1983,4.6,,,,,,,,,,,,,,,,
BEL,MF,29,1987,22.8,,,,,,,,,,,,,,,,
FRA,"FW,MF",26,1989,10.1,,,,,,,,,,,,,,,,
KOR,"FW,MF",24,1992,22.9,,,,,,,,,,,,,,,,
BEL,DF,27,1989,28.9,,,,,,,,,,,,,,,,
ENG,MF,24,1992,0.0,,,,,,,,,,,,,,,,
KEN,MF,25,1991,33.5,,,,,,,,,,,,,,,,
NED,FW,22,1994,9.4,,,,,,,,,,,,,,,,
ARG,"FW,MF",24,1992,6.6,,,,,,,,,,,,,,,,
MLI,"FW,MF",23,1993,15.1,,,,,,,,,,,,,,,,
ALG,MF,30,1985,8.0,,,,,,,,,,,,,,,,
JAM,DF,29,1986,6.2,,,,,,,,,,,,,,,,
ENG,DF,18,1997,0.6,,,,,,,,,,,,,,,,
ENG,MF,31,1985,0.6,,,,,,,,,,,,,,,,
ENG,"DF,MF",18,1997,1.3,,,,,,,,,,,,,,,,
BEL,DF,25,1991,8.6,,,,,,,,,,,,,,,,
ROU,GK,29,1987,0.9,,,,,,,,,,,,,,,,
NIR,DF,27,1989,12.9,,,,,,,,,,,,,,,,
NED,DF,27,1989,18.0,,,,,,,,,,,,,,,,
ATG,MF,17,1999,0.3,,,,,,,,,,,,,,,,
BRA,GK,35,1981,37.1,,,,,,,,,,,,,,,,
SCO,"FW,MF",28,1988,0.1,,,,,,,,,,,,,,,,
NGA,"FW,MF",20,1996,5.8,,,,,,,,,,,,,,,,
ENG,FW,19,1996,1.3,,,,,,,,,,,,,,,,
GRE,"DF,MF",32,1984,32.3,,,,,,,,,,,,,,,,
COL,"DF,MF",30,1985,9.2,,,,,,,,,,,,,,,,
BRA,"FW,MF",20,1996,0.2,,,,,,,,,,,,,,,,
SEN,"FW,MF",21,1994,13.8,,,,,,,,,,,,,,,,
CZE,"FW,MF",24,1992,0.0,,,,,,,,,,,,,,,,
ARG,"FW,MF",29,1987,2.3,,,,,,,,,,,,,,,,
ENG,FW,18,1998,0.1,,,,,,,,,,,,,,,,
URU,DF,31,1985,25.4,,,,,,,,,,,,,,,,
MAR,"FW,MF",29,1987,23.2,,,,,,,,,,,,,,,,
NGA,FW,27,1989,14.3,,,,,,,,,,,,,,,,
ARG,"DF,FW",25,1991,11.5,,,,,,,,,,,,,,,,
AUT,"DF,MF",29,1987,30.8,,,,,,,,,,,,,,,,
ITA,FW,26,1989,10.6,,,,,,,,,,,,,,,,
ENG,MF,26,1989,16.0,,,,,,,,,,,,,,,,
ENG,FW,28,1988,32.7,,,,,,,,,,,,,,,,
SUI,"DF,MF",31,1985,22.6,,,,,,,,,,,,,,,,
FRA,DF,30,1986,20.2,,,,,,,,,,,,,,,,
FRA,MF,28,1988,35.6,,,,,,,,,,,,,,,,
CMR,"DF,MF",28,1988,29.3,,,,,,,,,,,,,,,,
ENG,GK,33,1983,38.0,,,,,,,,,,,,,,,,
ZIM,DF,20,1996,2.7,,,,,,,,,,,,,,,,
NIR,"DF,MF",31,1984,27.5,,,,,,,,,,,,,,,,
ARG,MF,29,1987,26.9,,,,,,,,,,,,,,,,
ENG,DF,26,1990,36.4,,,,,,,,,,,,,,,,
ENG,MF,29,1986,2.4,,,,,,,,,,,,,,,,
SCO,MF,32,1984,35.9,,,,,,,,,,,,,,,,
NIR,DF,36,1979,34.9,,,,,,,,,,,,,,,,
WAL,"FW,MF",27,1989,7.8,,,,,,,,,,,,,,,,
ENG,MF,26,1989,14.5,,,,,,,,,,,,,,,,
IRL,"DF,FW",27,1989,16.4,,,,,,,,,,,,,,,,
SCO,"FW,MF",30,1986,19.3,,,,,,,,,,,,,,,,
SWE,DF,33,1983,6.6,,,,,,,,,,,,,,,,
ENG,"FW,MF",17,1999,2.0,,,,,,,,,,,,,,,,
NIR,DF,28,1988,29.3,,,,,,,,,,,,,,,,
IRL,"DF,MF",28,1987,2.8,,,,,,,,,,,,,,,,
SCO,"DF,FW",25,1991,24.2,,,,,,,,,,,,,,,,
BEL,"FW,MF",26,1989,23.7,,,,,,,,,,,,,,,,
ENG,FW,34,1982,0.1,,,,,,,,,,,,,,,,
BDI,"FW,MF",22,1993,2.7,,,,,,,,,,,,,,,,
VEN,FW,26,1989,32.1,,,,,,,,,,,,,,,,
ENG,MF,18,1998,3.1,,,,,,,,,,,,,,,,
ENG,"DF,MF",26,1989,23.5,,,,,,,,,,,,,,,,
ESP,GK,29,1987,16.0,,,,,,,,,,,,,,,,
GHA,"FW,MF",26,1989,16.0,,,,,,,,,,,,,,,,
ENG,FW,27,1989,14.6,,,,,,,,,,,,,,,,
ITA,DF,28,1988,19.5,,,,,,,,,,,,,,,,
COD,"DF,MF",22,1993,10.8,,,,,,,,,,,,,,,,
ENG,FW,20,1995,4.1,,,,,,,,,,,,,,,,
SEN,"DF,MF",26,1989,30.3,,,,,,,,,,,,,,,,
IRL,GK,29,1987,22.0,,,,,,,,,,,,,,,,
ENG,"DF,MF",17,1999,0.0,,,,,,,,,,,,,,,,
SEN,FW,26,1989,2.0,,,,,,,,,,,,,,,,
FRA,"FW,MF",29,1987,16.8,,,,,,,,,,,,,,,,
SUI,"DF,MF",20,1996,11.1,,,,,,,,,,,,,,,,
ECU,"FW,MF",26,1989,2.3,,,,,,,,,,,,,,,,
TUR,"FW,MF",24,1992,2.7,,,,,,,,,,,,,,,,
NOR,"DF,MF",26,1990,10.6,,,,,,,,,,,,,,,,
WAL,DF,32,1983,18.4,,,,,,,,,,,,,,,,
ARG,FW,22,1993,6.0,,,,,,,,,,,,,,,,
POR,DF,32,1983,15.6,,,,,,,,,,,,,,,,
ARG,"FW,MF",23,1993,30.1,,,,,,,,,,,,,,,,
ENG,MF,29,1987,26.5,,,,,,,,,,,,,,,,
JAM,"FW,MF",26,1990,27.0,,,,,,,,,,,,,,,,
EQG,MF,24,1992,19.6,,,,,,,,,,,,,,,,
SCO,"FW,MF",28,1987,9.3,,,,,,,,,,,,,,,,
ENG,"DF,MF",22,1993,13.9,,,,,,,,,,,,,,,,
ITA,FW,25,1991,5.1,,,,,,,,,,,,,,,,
ALG,"FW,MF",26,1989,11.6,,,,,,,,,,,,,,,,
NZL,DF,28,1988,28.7,,,,,,,,,,,,,,,,
ESP,DF,33,1983,2.9,,,,,,,,,,,,,,,,
WAL,MF,26,1990,20.5,63,3.07,53,0,4,3,3,0,13,0.63,10,0,1,0,2,0
ENG,"DF,MF",19,1997,10.2,18,1.77,14,0,4,0,0,0,0,0.0,0,0,0,0,0,0
NGA,"MF,FW",21,1996,20.3,82,4.03,70,1,5,4,2,0,12,0.59,11,0,0,1,0,0
ENG,DF,23,1993,2.7,13,4.85,9,1,1,1,0,1,0,0.0,0,0,0,0,0,0
FRA,FW,26,1991,24.5,95,3.88,59,0,13,12,10,1,13,0.53,7,0,0,4,1,1
CHI,"MF,FW",28,1988,16.7,122,7.31,78,6,14,13,11,0,14,0.84,8,0,3,2,1,0
ENG,DF,22,1995,9.6,9,0.94,6,1,1,0,0,1,1,0.1,1,0,0,0,0,0
ENG,"FW,MF",26,1990,13.3,42,3.17,27,0,3,4,8,0,5,0.38,4,0,0,0,1,0
COL,GK,28,1988,4.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,FW,18,1999,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,"MF,DF",26,1991,1.9,2,1.13,2,0,0,0,0,0,1,0.57,1,0,0,0,0,0
SUI,MF,24,1992,36.2,113,3.12,85,19,3,3,1,2,18,0.5,11,5,0,1,0,1
ARM,"FW,MF",28,1989,8.8,29,3.29,22,1,0,4,2,0,4,0.45,4,0,0,0,0,0
ESP,DF,22,1995,33.9,85,2.51,76,2,1,2,3,1,8,0.24,7,0,0,1,0,0
ENG,MF,25,1992,13.3,49,3.7,35,0,5,1,7,1,5,0.38,4,0,1,0,0,0
ENG,MF,17,1999,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GRE,DF,19,1997,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,DF,31,1985,24.7,16,0.65,15,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GER,"MF,FW",28,1988,24.0,161,6.7,133,17,5,4,2,0,17,0.71,10,3,1,2,1,0
EGY,MF,25,1992,9.6,25,2.6,22,0,0,2,1,0,1,0.1,1,0,0,0,0,0
ESP,DF,31,1986,24.9,29,1.16,23,1,1,3,1,0,2,0.08,2,0,0,0,0,0
FRA,FW,30,1986,4.3,14,3.25,11,0,1,2,0,0,0,0.0,0,0,0,0,0,0
GER,DF,32,1984,4.1,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
CZE,GK,35,1982,33.8,3,0.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GAB,FW,28,1989,11.7,30,2.55,21,0,4,4,1,0,8,0.68,5,0,1,1,1,0
ENG,"FW,MF",17,1999,1.6,4,2.48,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG,DF,21,1995,9.1,5,0.55,5,0,0,0,0,0,1,0.11,1,0,0,0,0,0
BIH,DF,24,1993,23.9,50,2.1,41,3,3,2,1,0,6,0.25,6,0,0,0,0,0
GER,DF,25,1992,25.3,18,0.71,15,1,0,1,0,1,2,0.08,2,0,0,0,0,0
ENG,"FW,MF",28,1989,0.8,1,1.32,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,"DF,MF",26,1991,23.0,53,2.3,39,3,8,1,1,1,6,0.26,5,0,1,0,0,0
ENG,MF,30,1986,20.6,42,2.04,33,3,2,2,2,0,8,0.39,3,3,1,1,0,0
BIH,GK,30,1987,38.0,4,0.11,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0
COD,FW,24,1993,6.8,11,1.84,6,0,1,2,2,0,1,0.17,0,0,0,0,1,0
ENG,FW,25,1992,22.0,47,2.13,32,3,2,5,5,0,7,0.32,6,0,0,0,1,0
ENG,"DF,MF",30,1986,33.4,57,1.71,43,10,0,2,0,2,4,0.12,3,0,0,1,0,0
ENG,MF,27,1990,21.6,46,2.13,36,0,4,3,2,1,1,0.05,1,0,0,0,0,0
USA,MF,21,1996,0.6,2,3.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
IRL,MF,27,1989,10.7,23,2.16,19,2,0,0,0,2,1,0.09,0,0,0,0,0,1
ENG,DF,20,1996,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,FW,34,1982,12.1,28,2.32,19,0,0,6,2,1,4,0.33,1,0,0,2,0,1
ENG,"MF,FW",21,1995,22.2,90,4.06,50,22,9,5,3,1,10,0.45,5,3,1,0,1,0
NOR,"FW,MF",25,1992,27.3,86,3.16,59,0,8,2,13,4,9,0.33,5,0,2,0,2,0
ENG,"MF,FW",27,1989,14.3,53,3.71,34,6,7,5,1,0,6,0.42,4,0,0,2,0,0
ENG,MF,20,1997,24.9,65,2.62,53,5,3,2,1,1,6,0.24,6,0,0,0,0,0
FRA,"FW,MF",21,1996,6.6,12,1.81,8,0,2,1,1,0,2,0.3,2,0,0,0,0,0
ENG,"MF,FW",30,1987,10.9,24,2.19,18,3,1,1,1,0,1,0.09,0,0,0,0,1,0
NED,DF,22,1995,37.3,20,0.54,17,0,3,0,0,0,5,0.13,5,0,0,0,0,0
SCO,"MF,DF",23,1994,22.3,71,3.19,52,12,1,2,4,0,5,0.22,3,1,0,0,1,0
ENG,DF,32,1985,30.1,46,1.53,40,2,2,1,0,1,2,0.07,1,0,0,1,0,0
ENG,DF,26,1991,30.7,26,0.85,17,5,0,2,1,1,3,0.1,2,0,0,1,0,0
ENG,DF,24,1993,2.2,3,1.34,3,0,0,0,0,0,1,0.45,1,0,0,0,0,0
FRA,"MF,FW",25,1991,26.9,84,3.12,58,8,12,2,4,0,8,0.3,8,0,0,0,0,0
ISR,MF,29,1988,8.3,16,1.93,12,0,1,1,1,1,1,0.12,1,0,0,0,0,0
ESP,DF,36,1980,22.4,37,1.65,28,4,3,0,2,0,2,0.09,2,0,0,0,0,0
ENG,DF,24,1992,2.2,1,0.45,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,MF,28,1989,36.0,47,1.31,43,0,0,3,0,1,3,0.08,2,0,0,1,0,0
NED,MF,25,1991,34.7,64,1.85,48,0,6,5,3,2,7,0.2,6,0,1,0,0,0
ITA,DF,28,1989,14.6,21,1.43,14,2,1,2,1,1,1,0.07,1,0,0,0,0,0
CMR,DF,29,1988,24.8,20,0.8,17,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,FW,33,1983,24.4,43,1.76,32,0,2,3,5,1,4,0.16,2,0,0,0,2,0
ENG,"MF,FW",20,1997,3.5,12,3.48,9,0,1,0,2,0,0,0.0,0,0,0,0,0,0
SCO,MF,27,1989,1.9,3,1.61,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
COL,"MF,FW",25,1992,22.0,67,3.04,47,0,12,6,2,0,9,0.41,3,0,3,2,1,0
CUW,"FW,MF",23,1993,2.5,4,1.61,3,0,0,0,1,0,1,0.4,1,0,0,0,0,0
ARG,FW,31,1986,3.0,10,3.37,9,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG,DF,25,1991,38.0,32,0.84,21,0,1,6,2,2,3,0.08,1,0,0,1,1,0
ENG,DF,33,1984,1.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
AUT,DF,30,1987,13.1,17,1.3,13,3,0,1,0,0,0,0.0,0,0,0,0,0,0
AUS,GK,25,1992,38.0,3,0.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER,"FW,MF",26,1991,32.5,134,4.12,78,47,3,4,2,0,13,0.4,10,3,0,0,0,0
ENG,FW,28,1989,0.4,1,2.81,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
IRL,DF,25,1992,36.6,13,0.36,8,0,0,3,2,0,2,0.05,1,0,0,0,1,0
ENG,"MF,FW",23,1994,20.6,48,2.34,36,6,4,0,2,0,4,0.19,3,0,0,0,1,0
ISR,FW,30,1987,9.4,7,0.74,5,0,0,1,1,0,2,0.21,2,0,0,0,0,0
GER,DF,31,1986,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,MF,30,1987,12.4,22,1.77,13,0,1,5,2,1,3,0.24,2,0,0,1,0,0
AUS,MF,19,1998,0.0,,,,,,,,,,,,,,,,
ENG,FW,27,1989,24.1,51,2.12,34,0,4,2,11,0,7,0.29,5,0,1,0,1,0
ENG,MF,27,1990,12.3,17,1.38,14,2,0,1,0,0,2,0.16,0,1,0,1,0,0
ENG,DF,27,1989,29.0,26,0.9,22,0,0,3,1,0,1,0.03,1,0,0,0,0,0
ENG,DF,23,1993,10.6,13,1.23,10,1,1,0,1,0,0,0.0,0,0,0,0,0,0
NZL,FW,25,1991,18.0,29,1.61,21,0,3,2,3,0,3,0.17,1,0,0,2,0,0
CMR,"MF,FW",22,1995,2.5,6,2.37,3,1,1,0,1,0,0,0.0,0,0,0,0,0,0
ENG,MF,28,1989,38.0,67,1.76,53,2,2,3,5,2,5,0.13,4,0,0,1,0,0
ENG,DF,24,1992,31.0,23,0.74,20,0,1,2,0,0,3,0.1,2,0,0,1,0,0
IRL,"FW,MF",25,1992,25.9,51,1.97,38,0,5,3,4,1,3,0.12,1,0,1,1,0,0
IRL,FW,33,1983,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ISL,MF,26,1990,31.5,117,3.72,53,42,9,7,6,0,9,0.29,5,2,0,2,0,0
IRL,DF,26,1990,16.0,10,0.62,8,0,0,1,0,1,3,0.19,3,0,0,0,0,0
ENG,DF,28,1989,25.5,34,1.33,25,3,0,1,4,1,5,0.2,5,0,0,0,0,0
BER,"FW,MF",27,1990,0.6,1,1.64,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG,GK,25,1992,34.6,11,0.32,8,3,0,0,0,0,0,0.0,0,0,0,0,0,0
SCO,DF,32,1985,12.5,14,1.12,12,2,0,0,0,0,0,0.0,0,0,0,0,0,0
IRL,MF,25,1992,14.2,59,4.16,19,30,3,4,2,1,5,0.35,3,1,0,1,0,0
WAL,FW,27,1989,11.1,20,1.8,14,0,0,2,4,0,1,0.09,0,0,0,1,0,0
CAN,"MF,FW",28,1988,14.8,22,1.49,14,0,3,3,2,0,3,0.2,1,0,1,0,1,0
IRL,DF,31,1985,27.3,24,0.88,19,1,2,0,2,0,2,0.07,1,0,1,0,0,0
BEL,MF,29,1988,22.2,45,2.03,40,0,1,4,0,0,3,0.14,3,0,0,0,0,0
ENG,GK,31,1986,3.4,2,0.59,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
DEN,DF,21,1996,23.2,17,0.74,14,0,0,2,0,1,2,0.09,2,0,0,0,0,0
GER,DF,24,1993,26.0,18,0.69,16,0,0,2,0,0,4,0.15,4,0,0,0,0,0
ENG,"FW,DF",16,2000,0.3,2,6.21,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP,MF,30,1987,25.6,168,6.56,110,49,2,5,0,2,13,0.51,8,5,0,0,0,0
BEL,FW,20,1996,0.4,1,2.43,1,0,0,0,0,0,1,2.43,1,0,0,0,0,0
ESP,DF,27,1989,37.0,61,1.65,58,0,1,1,0,1,8,0.22,8,0,0,0,0,0
ENG,MF,27,1990,5.9,13,2.22,11,0,1,1,0,0,0,0.0,0,0,0,0,0,0
BRA,"DF,MF",30,1987,9.3,7,0.75,6,0,0,0,1,0,3,0.32,2,0,0,0,1,0
ITA,"DF,MF",25,1992,12.2,25,2.05,21,1,2,1,0,0,4,0.33,3,0,1,0,0,0
BEL,"FW,MF",26,1991,26.9,205,7.61,143,8,31,6,17,0,19,0.71,11,0,5,1,2,0
ITA,DF,22,1994,3.1,2,0.64,1,0,0,0,0,1,1,0.32,1,0,0,0,0,0
WAL,DF,16,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,DF,31,1985,23.2,7,0.3,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
CIV,MF,20,1997,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP,"DF,MF",26,1990,31.7,81,2.55,64,5,2,6,3,1,7,0.22,7,0,0,0,0,0
BEL,FW,23,1993,4.0,9,2.25,7,0,1,1,0,0,2,0.5,2,0,0,0,0,0
FRA,MF,26,1991,33.3,95,2.86,86,0,4,3,0,2,8,0.24,7,0,0,1,0,0
FRA,FW,30,1986,6.8,21,3.08,19,0,0,2,0,0,1,0.15,1,0,0,0,0,0
ESP,"MF,FW",30,1987,16.9,65,3.84,52,1,4,5,2,1,2,0.12,2,0,0,0,0,0
ENG,MF,23,1993,1.4,4,2.79,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
BEL,GK,25,1992,35.0,4,0.11,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA,MF,22,1994,23.6,45,1.91,37,0,2,3,1,2,6,0.25,6,0,0,0,0,0
NGA,"DF,MF",26,1990,23.4,49,2.09,35,0,7,2,5,0,7,0.3,4,0,0,0,3,0
BRA,"MF,FW",28,1988,21.0,132,6.29,85,16,17,4,9,1,14,0.67,8,2,2,1,1,0
ARG,GK,35,1981,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP,FW,24,1992,22.9,83,3.63,59,2,6,8,8,0,8,0.35,7,0,0,0,1,0
ENG,DF,19,1997,7.0,8,1.15,7,0,1,0,0,0,0,0.0,0,0,0,0,0,0
NOR,FW,21,1995,4.0,14,3.5,8,0,3,2,0,1,1,0.25,1,0,0,0,0,0
ENG,"FW,MF",26,1991,34.7,138,3.98,80,20,16,7,10,5,11,0.32,8,1,0,0,2,0
MLI,"FW,MF",29,1988,5.3,18,3.39,11,0,2,4,1,0,3,0.56,1,0,0,2,0,0
BEL,FW,26,1990,24.9,68,2.73,43,0,5,12,8,0,13,0.52,8,0,1,1,3,0
IRL,DF,36,1981,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,FW,24,1993,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SCO,MF,29,1987,27.0,53,1.96,47,0,1,4,1,0,2,0.07,1,0,0,1,0,0
ENG,DF,28,1989,26.5,7,0.26,4,0,0,3,0,0,1,0.04,0,0,0,1,0,0
ENG,MF,31,1986,6.3,18,2.84,11,3,2,1,1,0,0,0.0,0,0,0,0,0,0
NED,"MF,DF",20,1996,4.9,3,0.61,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GHA,"DF,MF",24,1992,19.4,35,1.81,25,4,4,1,1,0,4,0.21,2,1,0,1,0,0
ENG,DF,27,1989,17.9,21,1.17,15,1,1,1,3,0,1,0.06,1,0,0,0,0,0
ARG,GK,38,1979,11.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
KOR,"FW,MF",29,1988,1.5,5,3.33,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,FW,18,1998,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
SRB,MF,26,1991,34.2,58,1.69,41,8,0,3,3,3,5,0.15,4,0,0,1,0,0
FRA,DF,27,1990,17.8,5,0.28,5,0,0,0,0,0,3,0.17,3,0,0,0,0,0
ENG,DF,27,1990,13.3,4,0.3,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
SEN,DF,27,1990,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED,DF,26,1990,24.3,46,1.9,24,12,6,2,1,1,4,0.16,2,0,2,0,0,0
ENG,MF,21,1996,20.8,73,3.51,48,0,12,3,8,2,8,0.38,5,0,1,1,1,0
ENG,DF,30,1987,15.9,13,0.82,11,0,0,2,0,0,1,0.06,1,0,0,0,0,0
SLE,MF,21,1995,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED,DF,19,1998,17.7,19,1.07,17,0,0,1,1,0,0,0.0,0,0,0,0,0,0
WAL,GK,30,1987,27.0,5,0.19,4,1,0,0,0,0,1,0.04,1,0,0,0,0,0
CIV,"FW,MF",24,1992,28.3,139,4.91,79,0,35,6,17,2,14,0.49,9,0,3,0,2,0
FRA,MF,31,1986,26.4,84,3.18,37,34,2,3,5,3,6,0.23,3,1,0,1,1,0
ENG,"FW,MF",30,1987,8.8,14,1.59,9,0,1,2,2,0,3,0.34,1,0,0,1,1,0
NGA,"FW,MF",19,1997,1.8,2,1.13,2,0,0,0,0,0,1,0.57,1,0,0,0,0,0
WAL,DF,32,1984,20.4,8,0.39,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
COD,MF,18,1998,2.2,3,1.36,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
TUR,FW,26,1991,11.0,26,2.37,22,1,1,1,1,0,0,0.0,0,0,0,0,0,0
CUW,DF,27,1989,20.3,28,1.38,22,2,1,0,2,1,4,0.2,2,0,1,0,0,1
NED,"MF,FW",24,1993,2.8,4,1.43,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,FW,20,1997,20.9,45,2.15,29,0,3,5,7,1,11,0.53,6,0,1,2,2,0
FRA,DF,26,1991,1.5,1,0.67,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ISL,"MF,FW",27,1989,25.1,78,3.11,42,25,6,2,2,1,7,0.28,4,2,1,0,0,0
SEN,MF,27,1989,30.6,49,1.6,40,0,2,0,3,4,3,0.1,1,0,0,0,0,2
IRL,MF,26,1990,2.3,2,0.88,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG,DF,20,1997,17.7,19,1.08,15,1,0,2,1,0,4,0.23,1,0,0,2,1,0
