nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
ENG,DF,23,1993,29,2307,80,67.5,25.6,25,,22,4,,5,0.9,29,53,-24,-0.94,0.6,,,,,
ENG,MF,26,1989,21,1670,80,48.8,18.6,20,,15,1,,0,0.76,16,38,-22,-1.19,-0.11,,,,,
ENG,MF,20,1995,0,,,,,0,,0,0,,14,,,,,,,,,,,
ENG,"FW,MF",19,1996,7,181,26,5.3,2.0,1,,0,6,,11,0.0,1,8,-7,-3.48,-2.48,,,,,
ENG,DF,19,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,
ENG,"DF,MF",17,1999,5,322,64,9.4,3.6,4,,0,1,,12,1.0,3,8,-5,-1.4,-0.29,,,,,
POL,"FW,MF",28,1988,15,1143,76,33.4,12.7,12,,7,3,,0,1.13,16,27,-11,-0.87,0.4,,,,,
SRB,"FW,MF",22,1994,12,1005,84,29.4,11.2,12,,5,0,,0,1.17,12,15,-3,-0.27,1.22,,,,,
NOR,"DF,MF",24,1992,15,638,43,18.7,7.1,6,,2,9,,8,0.8,5,13,-8,-1.13,0.0,,,,,
ENG,DF,32,1983,22,1722,78,50.4,19.1,19,,19,3,,2,0.77,15,44,-29,-1.52,-0.77,,,,,
NOR,"DF,MF",24,1991,8,615,77,18.0,6.8,7,,5,1,,2,1.0,6,16,-10,-1.46,-0.4,,,,,
SEN,"FW,MF",26,1990,17,1097,65,32.1,12.2,12,,8,5,,0,1.24,13,30,-17,-1.39,-0.39,,,,,
SCO,"FW,MF",28,1987,20,1710,86,50.0,19.0,19,,16,1,,0,0.8,20,42,-22,-1.16,-0.05,,,,,
ENG,MF,25,1991,16,927,58,27.1,10.3,11,,4,5,,2,0.5,9,27,-18,-1.75,-0.85,,,,,
ENG,MF,25,1990,37,3185,86,93.1,35.4,36,,29,1,,0,0.89,33,74,-41,-1.16,-0.39,,,,,
SCO,"FW,MF",33,1983,9,283,31,8.3,3.1,2,,0,7,,23,0.89,6,7,-1,-0.32,0.89,,,,,
ENG,MF,29,1986,31,2026,65,59.2,22.5,23,,15,8,,4,0.87,20,44,-24,-1.07,0.16,,,,,
IRL,"FW,MF",23,1993,5,280,56,8.2,3.1,4,,1,1,,3,0.8,2,10,-8,-2.57,-1.57,,,,,
NGA,"FW,MF",23,1992,21,761,36,22.3,8.5,7,,1,14,,11,0.67,9,20,-11,-1.3,-1.17,,,,,
WAL,MF,27,1988,23,1446,63,42.3,16.1,15,,10,8,,14,1.09,23,26,-3,-0.19,0.36,,,,,
POL,MF,19,1996,0,,,,,0,,0,0,,8,,,,,,,,,,,
ENG,"DF,MF",19,1996,12,699,58,20.4,7.8,7,,7,5,,15,1.17,6,18,-12,-1.55,-1.45,,,,,
ENG,GK,28,1987,0,,,,,0,,0,0,,8,,,,,,,,,,,
AUT,"DF,MF",30,1986,36,3103,86,90.7,34.5,35,,33,1,,0,1.22,45,57,-12,-0.35,0.5,,,,,
GHA,"DF,MF",21,1994,24,1673,70,48.9,18.6,17,,17,7,,10,1.08,21,35,-14,-0.75,-0.7,,,,,
ENG,MF,26,1990,29,2466,85,72.1,27.4,27,,25,2,,0,1.28,33,44,-11,-0.4,-0.02,,,,,
ENG,DF,29,1987,35,2988,85,87.4,33.2,34,,31,1,,2,1.26,45,50,-5,-0.15,1.93,,,,,
JAM,"FW,MF",20,1996,30,1049,35,30.7,11.7,9,,2,21,,8,1.1,13,20,-7,-0.6,-0.3,,,,,
ENG,DF,19,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
ALG,FW,28,1988,23,1281,56,37.5,14.2,13,,6,10,,2,1.35,21,23,-2,-0.14,0.41,,,,,
ENG,FW,29,1987,35,2802,80,81.9,31.1,33,,24,2,,0,1.14,41,55,-14,-0.45,-0.3,,,,,
GHA,"DF,FW",23,1992,4,141,35,4.1,1.6,1,,0,3,,5,0.25,0,2,-2,-1.28,-0.92,,,,,
DEN,GK,29,1986,30,2666,89,78.0,29.6,30,,29,0,,0,1.23,35,47,-12,-0.41,-0.05,,,,,
ARG,FW,30,1986,16,447,28,13.1,5.0,3,,2,13,,8,0.94,4,4,0,0.0,0.45,,,,,
ESP,DF,27,1989,4,327,82,9.6,3.6,3,,3,1,,11,0.0,2,8,-6,-1.65,-1.39,,,,,
ENG,"DF,FW",26,1989,33,2411,73,70.5,26.8,29,,12,4,,4,1.15,37,47,-10,-0.37,0.07,,,,,
POL,DF,36,1980,1,90,90,2.6,1.0,1,,1,0,,7,0.0,0,2,-2,-2.0,-1.65,,,,,
ENG,MF,25,1991,1,1,1,0.0,0.0,0,,0,1,,1,3.0,0,0,0,0.0,0.39,,,,,
SEN,MF,24,1992,4,269,67,7.9,3.0,4,,1,0,,7,0.5,0,5,-5,-1.67,-1.39,,,,,
ALG,"FW,MF",25,1991,36,2825,78,82.6,31.4,33,,18,3,,0,1.22,40,48,-8,-0.25,0.8,,,,,
GER,DF,31,1984,33,2926,89,85.6,32.5,33,,30,0,,0,1.3,44,49,-5,-0.15,1.67,,,,,
GER,GK,27,1989,9,754,84,22.0,8.4,8,,8,1,,29,1.11,13,16,-3,-0.36,0.05,,,,,
JPN,"FW,MF",30,1986,30,1565,52,45.8,17.4,21,,1,9,,6,1.27,24,27,-3,-0.17,0.41,,,,,
JAM,DF,32,1984,27,2430,90,71.1,27.0,27,,27,0,,0,1.0,30,45,-15,-0.56,-0.56,,,,,
NGA,"DF,MF",19,1996,17,1521,89,44.5,16.9,17,,16,0,,0,1.35,22,28,-6,-0.36,0.07,,,,,
TUN,DF,29,1987,11,917,83,26.8,10.2,11,,7,0,,3,1.55,18,15,3,0.29,0.94,,,,,
ENG,"FW,MF",28,1988,31,2336,75,68.3,26.0,27,,11,4,,0,2.0,56,32,24,0.92,-0.07,,,,,
ESP,"DF,MF",24,1992,12,305,25,8.9,3.4,2,,2,10,,26,1.67,10,7,3,0.89,-0.07,,,,,
AUT,GK,39,1977,0,,,,,0,,0,0,,3,,,,,,,,,,,
WAL,"FW,MF",16,1999,5,86,17,2.5,1.0,1,,0,4,,12,2.4,1,1,0,0.0,-0.97,,,,,
ENG,"DF,MF",20,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,
ENG,"FW,MF",26,1989,20,775,39,22.7,8.6,7,,0,13,,7,2.05,22,7,15,1.74,1.03,,,,,
CRO,DF,27,1989,29,2553,88,74.6,28.4,29,,27,0,,2,1.97,53,31,22,0.78,-0.68,,,,,
BEL,"FW,MF",21,1995,34,1468,43,42.9,16.3,14,,5,20,,4,1.88,29,18,11,0.67,-0.48,,,,,
GER,"DF,MF",22,1994,32,2371,74,69.3,26.3,26,,23,6,,1,2.03,50,28,22,0.84,-0.37,,,,,
NED,"FW,MF",25,1990,36,2972,83,86.9,33.0,33,,24,3,,1,2.08,65,37,28,0.85,-0.76,,,,,
WAL,"FW,MF",19,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
ENG,"DF,MF",30,1986,36,3154,88,92.2,35.0,36,,30,0,,0,1.94,69,35,34,0.97,0.29,,,,,
ENG,DF,19,1997,0,,,,,0,,0,0,,5,,,,,,,,,,,
ENG,MF,26,1990,24,2116,88,61.9,23.5,24,,22,0,,0,2.0,52,28,24,1.02,0.19,,,,,
CMR,"DF,MF",24,1991,29,2457,85,71.8,27.3,27,,27,2,,2,2.03,55,25,30,1.1,0.54,,,,,
JAM,"DF,MF",22,1993,4,20,5,0.6,0.2,0,,0,4,,5,2.5,1,0,1,4.5,3.57,,,,,
GER,GK,23,1993,10,900,90,26.3,10.0,10,,10,0,,25,2.1,26,12,14,1.4,0.61,,,,,
BRA,MF,29,1987,24,1112,46,32.5,12.4,12,,9,12,,11,2.17,25,17,8,0.65,-0.44,,,,,
SRB,MF,20,1996,5,43,9,1.3,0.5,0,,0,5,,12,1.4,0,0,0,0.0,-0.96,,,,,
ENG,DF,25,1991,37,3323,90,97.2,36.9,37,,36,0,,0,2.03,77,41,36,0.98,0.98,,,,,
ENG,"FW,MF",18,1997,2,8,4,0.2,0.1,0,,0,2,,8,3.0,1,0,1,11.25,10.33,,,,,
BRA,"FW,MF",24,1992,31,2227,72,65.1,24.7,28,,9,3,,0,2.0,51,27,24,0.97,0.06,,,,,
EST,DF,30,1985,20,1410,71,41.2,15.7,15,,15,5,,13,2.2,34,19,15,0.96,0.02,,,,,
ENG,"FW,MF",16,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
BRA,"FW,MF",24,1991,35,3062,87,89.5,34.0,34,,27,1,,0,1.91,69,39,30,0.88,-0.63,,,,,
SEN,"FW,MF",24,1992,27,2235,83,65.4,24.8,26,,13,1,,0,2.15,55,26,29,1.17,0.64,,,,,
BEL,GK,28,1988,28,2520,90,73.7,28.0,28,,28,0,,10,1.96,52,30,22,0.79,-0.61,,,,,
ENG,DF,17,1998,7,167,24,4.9,1.9,2,,1,5,,16,2.29,1,2,-1,-0.54,-1.56,,,,,
ESP,MF,19,1997,4,77,19,2.3,0.9,1,,0,3,,10,2.0,1,2,-1,-1.17,-2.3,,,,,
SRB,DF,30,1985,29,2535,87,74.1,28.2,27,,27,2,,9,2.17,58,27,31,1.1,0.08,,,,,
SCO,GK,20,1996,0,,,,,0,,0,0,,5,,,,,,,,,,,
FRA,DF,33,1983,17,1346,79,39.4,15.0,14,,13,3,,7,2.41,33,14,19,1.27,0.32,,,,,
CHI,GK,33,1983,22,1968,89,57.5,21.9,22,,21,0,,8,1.86,40,26,14,0.64,-1.03,,,,,
ESP,"FW,MF",30,1986,34,2759,81,80.7,30.7,31,,20,3,,1,2.06,65,32,33,1.08,-0.01,,,,,
ENG,"DF,MF",26,1989,7,224,32,6.5,2.5,2,,2,5,,6,2.29,6,4,2,0.8,-0.29,,,,,
BRA,"DF,MF",31,1985,32,2756,86,80.6,30.6,31,,29,1,,0,2.13,63,26,37,1.21,0.67,,,,,
BRA,"DF,MF",29,1987,15,568,38,16.6,6.3,5,,4,10,,15,2.47,14,10,4,0.63,-0.53,,,,,
BRA,"FW,MF",19,1997,10,650,65,19.0,7.2,8,,5,2,,0,2.4,22,5,17,2.35,1.57,,,,,
FRA,DF,31,1985,25,2123,85,62.1,23.6,24,,21,1,,10,2.08,49,24,25,1.06,-0.05,,,,,
ESP,"DF,FW",30,1985,24,1064,44,31.1,11.8,12,,6,12,,9,1.88,20,17,3,0.25,-1.2,,,,,
ENG,GK,29,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,
ENG,DF,22,1994,27,2014,75,58.9,22.4,23,,20,4,,4,1.89,41,29,12,0.54,-1.32,,,,,
NGA,"FW,MF",19,1996,20,537,27,15.7,6.0,5,,1,15,,8,1.85,14,9,5,0.84,-0.29,,,,,
BEL,"FW,MF",25,1991,36,2877,80,84.1,32.0,33,,22,3,,1,2.08,68,34,34,1.06,-0.1,,,,,
GER,"FW,MF",20,1996,26,1781,69,52.1,19.8,20,,8,6,,5,2.04,43,15,28,1.41,0.7,,,,,
ARG,DF,28,1988,30,2592,86,75.8,28.8,29,,28,1,,3,2.13,63,28,35,1.22,0.56,,,,,
ESP,"FW,MF",29,1986,19,778,41,22.7,8.6,9,,1,10,,7,2.26,20,7,13,1.5,0.55,,,,,
ESP,"DF,MF",19,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,
ARG,"DF,MF",31,1985,20,1065,53,31.1,11.8,11,,8,9,,12,2.0,19,18,1,0.08,-1.44,,,,,
ENG,"FW,MF",21,1994,33,2508,76,73.3,27.9,29,,16,4,,2,2.12,62,27,35,1.26,0.66,,,,,
FRA,"FW,MF",29,1987,1,16,16,0.5,0.2,0,,0,1,,0,3.0,1,0,1,5.63,4.57,,,,,
ARG,FW,28,1988,31,2403,78,70.3,26.7,25,,16,6,,0,1.94,50,30,20,0.75,-1.11,,,,,
ENG,DF,18,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
BEL,DF,30,1986,11,820,75,24.0,9.1,10,,7,1,,9,2.0,22,6,16,1.76,0.89,,,,,
ARG,GK,34,1981,17,1452,85,42.5,16.1,16,,16,1,,21,2.24,40,13,27,1.67,1.03,,,,,
CIV,MF,33,1983,25,1941,78,56.8,21.6,22,,14,3,,1,2.12,48,17,31,1.44,0.83,,,,,
GER,MF,25,1990,10,704,70,20.6,7.8,9,,2,1,,0,1.5,15,8,7,0.89,-0.23,,,,,
ESP,MF,26,1989,31,2464,79,72.0,27.4,27,,21,4,,3,1.77,39,18,21,0.77,0.39,,,,,
ENG,"FW,MF",15,2000,1,3,3,0.1,0.0,0,,0,1,,0,3.0,0,0,0,0.0,-0.66,,,,,
FRA,"FW,MF",20,1995,25,1554,62,45.4,17.3,18,,7,7,,6,1.68,21,13,8,0.46,-0.36,,,,,
ECU,"DF,MF",30,1985,28,2483,89,72.6,27.6,27,,26,1,,0,1.82,40,20,20,0.72,0.24,,,,,
ENG,"DF,FW",31,1985,12,758,63,22.2,8.4,8,,5,4,,9,1.92,12,6,6,0.71,0.07,,,,,
COD,DF,18,1997,4,303,76,8.9,3.4,4,,2,0,,5,1.0,2,4,-2,-0.59,-1.37,,,,,
GER,"DF,MF",31,1984,0,,,,,0,,0,0,,4,,,,,,,,,,,
ENG,DF,26,1989,18,1217,68,35.6,13.5,13,,12,5,,4,1.78,17,16,1,0.07,-0.91,,,,,
NED,"DF,MF",26,1990,23,1830,80,53.5,20.3,20,,18,3,,12,1.83,27,17,10,0.49,-0.36,,,,,
ESP,GK,25,1990,35,3150,90,92.1,35.0,35,,35,0,,0,1.77,49,29,20,0.57,-1.1,,,,,
ENG,"DF,MF",19,1997,1,90,90,2.6,1.0,1,,1,0,,2,3.0,2,0,2,2.0,1.38,,,,,
CIV,DF,22,1994,25,2058,82,60.2,22.9,24,,21,1,,2,1.96,36,15,21,0.92,0.65,,,,,
ARM,"FW,MF",27,1989,24,1348,56,39.4,15.0,15,,4,9,,2,1.79,19,8,11,0.73,0.13,,,,,
ENG,"FW,MF",23,1992,25,1360,54,39.8,15.1,18,,3,7,,7,1.8,23,12,11,0.73,0.12,,,,,
POR,GK,20,1996,1,90,90,2.6,1.0,1,,1,0,,2,3.0,2,0,2,2.0,1.38,,,,,
ENG,MF,20,1995,1,90,90,2.6,1.0,1,,1,0,,0,3.0,2,0,2,2.0,1.38,,,,,
ESP,"FW,MF",28,1988,25,1614,65,47.2,17.9,19,,1,6,,6,1.8,30,16,14,0.78,0.23,,,,,
IRL,GK,20,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
ENG,"DF,MF",21,1995,11,688,63,20.1,7.6,9,,4,2,,4,1.55,12,6,6,0.78,0.16,,,,,
ARG,DF,26,1990,21,1663,79,48.6,18.5,18,,17,3,,3,2.0,29,13,16,0.87,0.4,,,,,
ENG,"FW,MF",18,1997,32,1710,53,50.0,19.0,16,,8,16,,5,1.66,25,15,10,0.53,-0.26,,,,,
BEL,MF,28,1987,28,1605,57,46.9,17.8,18,,13,10,,4,1.89,24,14,10,0.56,-0.18,,,,,
ITA,"DF,MF",26,1989,18,1333,74,39.0,14.8,15,,12,3,,8,1.94,16,8,8,0.54,-0.19,,,,,
MSR,MF,19,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,
NED,"FW,MF",22,1994,4,24,6,0.7,0.3,0,,0,4,,1,1.25,0,1,-1,-3.75,-4.44,,,,,
ENG,MF,35,1981,23,1600,70,46.8,17.8,18,,14,5,,10,1.87,21,14,7,0.39,-0.5,,,,,
FRA,MF,26,1989,3,14,5,0.4,0.2,0,,0,3,,4,2.33,0,1,-1,-6.43,-7.12,,,,,
FRA,MF,23,1993,30,2608,87,76.3,29.0,29,,26,1,,1,1.97,46,21,25,0.86,0.86,,,,,
ENG,"DF,MF",24,1992,18,1584,88,46.3,17.6,18,,17,0,,1,1.78,25,14,11,0.62,-0.06,,,,,
SCO,MF,19,1996,2,97,49,2.8,1.1,1,,1,1,,3,1.5,2,0,2,1.86,1.23,,,,,
ARG,GK,29,1987,2,180,90,5.3,2.0,2,,2,0,,35,2.0,3,0,3,1.5,0.89,,,,,
NED,DF,18,1998,4,97,24,2.8,1.1,1,,1,3,,6,2.5,2,0,2,1.86,1.23,,,,,
ENG,"FW,MF",30,1985,25,1539,62,45.0,17.1,15,,6,10,,3,1.56,24,16,8,0.47,-0.35,,,,,
ENG,FW,17,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
SWE,FW,34,1981,28,2438,87,71.3,27.1,27,,27,1,,0,1.96,42,22,20,0.74,0.28,,,,,
ENG,MF,27,1989,34,2804,82,82.0,31.2,32,,28,2,,4,0.76,24,45,-21,-0.67,0.06,,,,,
ENG,MF,24,1991,34,2695,79,78.8,29.9,30,,21,4,,4,0.82,20,36,-16,-0.53,0.71,,,,,
ENG,"DF,FW",23,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP,"FW,MF",20,1996,27,1541,57,45.1,17.1,16,,9,11,,7,0.56,12,22,-10,-0.58,0.18,,,,,
ALG,MF,30,1985,5,140,28,4.1,1.6,0,,0,5,,3,0.2,0,1,-1,-0.64,0.04,,,,,
GHA,"DF,FW",28,1987,2,122,61,3.6,1.4,1,,1,1,,0,2.0,1,2,-1,-0.74,-0.06,,,,,
ENG,DF,30,1986,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP,"DF,MF",29,1987,26,2193,84,64.1,24.4,26,,23,0,,4,0.85,21,32,-11,-0.45,0.65,,,,,
ENG,DF,23,1993,38,3420,90,100.0,38.0,38,,38,0,,0,0.74,27,53,-26,-0.68,,,,,,
COL,DF,27,1989,11,975,89,28.5,10.8,10,,9,1,,23,0.45,4,13,-9,-0.83,-0.21,,,,,
USA,GK,31,1984,10,900,90,26.3,10.0,10,,10,0,,26,0.9,7,17,-10,-1.0,-0.43,,,,,
ENG,"DF,MF",21,1995,24,2160,90,63.2,24.0,24,,24,0,,2,0.79,17,33,-16,-0.67,0.05,,,,,
URU,"FW,MF",29,1986,23,1354,59,39.6,15.0,16,,4,7,,8,0.83,9,15,-6,-0.4,0.47,,,,,
ENG,DF,18,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
ESP,DF,25,1990,14,918,66,26.8,10.2,11,,9,3,,7,0.64,6,16,-10,-0.98,-0.4,,,,,
ENG,FW,31,1985,4,43,11,1.3,0.5,0,,0,4,,5,1.25,0,0,0,0.0,0.69,,,,,
GRE,GK,37,1978,0,,,,,0,,0,0,,12,,,,,,,,,,,
EQG,"DF,FW",26,1989,4,320,80,9.4,3.6,4,,2,0,,7,1.25,4,5,-1,-0.28,0.44,,,,,
BRA,DF,26,1990,24,1847,77,54.0,20.5,21,,16,3,,4,0.67,11,30,-19,-0.93,-0.53,,,,,
URU,"FW,MF",25,1990,24,1540,64,45.0,17.1,20,,5,4,,0,0.83,14,20,-6,-0.35,0.61,,,,,
ENG,"DF,MF",28,1987,24,1964,82,57.4,21.8,20,,20,4,,0,0.79,17,35,-18,-0.82,-0.33,,,,,
ENG,MF,30,1986,13,710,55,20.8,7.9,7,,4,6,,13,0.46,3,12,-9,-1.14,-0.58,,,,,
ENG,DF,22,1994,1,58,58,1.7,0.6,1,,0,0,,0,0.0,2,3,-1,-1.55,-0.88,,,,,
SCO,FW,26,1990,6,211,35,6.2,2.3,2,,1,4,,8,0.67,2,2,0,0.0,0.73,,,,,
BEL,MF,21,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,
NED,"DF,MF",25,1991,33,2773,84,81.1,30.8,32,,27,1,,2,0.61,22,44,-22,-0.71,-0.16,,,,,
ENG,"FW,MF",22,1993,8,287,36,8.4,3.2,2,,2,6,,3,0.25,1,7,-6,-1.88,-1.31,,,,,
BEN,FW,27,1988,16,533,33,15.6,5.9,4,,1,12,,1,0.56,3,12,-9,-1.52,-0.99,,,,,
ENG,"FW,MF",32,1984,30,2214,74,64.7,24.6,24,,20,6,,7,0.8,19,39,-20,-0.81,-0.37,,,,,
DEN,"FW,MF",22,1994,13,438,34,12.8,4.9,6,,1,7,,11,1.0,5,6,-1,-0.21,0.55,,,,,
ESP,GK,34,1982,28,2520,90,73.7,28.0,28,,28,0,,0,0.68,20,36,-16,-0.57,0.43,,,,,
ESP,FW,30,1985,36,2870,80,83.9,31.9,33,,20,3,,1,0.78,25,45,-20,-0.63,0.35,,,,,
ENG,GK,26,1989,0,,,,,0,,0,0,,9,,,,,,,,,,,
ENG,FW,27,1989,15,934,62,27.3,10.4,11,,2,4,,2,1.33,9,8,1,0.1,0.39,,,,,
CUW,"DF,MF",26,1989,9,592,66,17.3,6.6,6,,4,3,,7,1.67,7,6,1,0.15,0.41,,,,,
POR,"DF,MF",24,1991,30,2515,84,73.5,27.9,30,,25,0,,0,1.17,31,36,-5,-0.18,0.02,,,,,
SRB,"FW,MF",27,1988,33,2411,73,70.5,26.8,30,,11,3,,0,1.18,28,29,-1,-0.04,0.5,,,,,
ROU,"DF,MF",27,1988,0,,,,,0,,0,0,,3,,,,,,,,,,,
ENG,GK,28,1988,38,3420,90,100.0,38.0,38,,38,0,,0,1.21,41,48,-7,-0.18,,,,,,
ENG,MF,21,1995,3,64,21,1.9,0.7,1,,0,2,,8,2.33,1,1,0,0.0,0.19,,,,,
ENG,GK,18,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
ENG,DF,22,1994,17,1471,87,43.0,16.3,15,,15,2,,3,1.12,18,24,-6,-0.37,-0.32,,,,,
ENG,"FW,MF",20,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
ENG,MF,21,1994,30,1883,63,55.1,20.9,22,,13,8,,5,1.17,21,26,-5,-0.24,-0.12,,,,,
ENG,"FW,MF",27,1989,24,892,37,26.1,9.9,9,,3,15,,7,1.0,13,15,-2,-0.2,-0.02,,,,,
NED,MF,25,1991,16,1021,64,29.9,11.3,12,,3,4,,15,1.75,15,15,0,0.0,0.26,,,,,
ENG,MF,19,1997,7,211,30,6.2,2.3,1,,0,6,,3,1.0,1,1,0,0.0,0.2,,,,,
POR,DF,32,1983,17,1530,90,44.7,17.0,17,,17,0,,3,1.18,14,21,-7,-0.41,-0.41,,,,,
FRA,"DF,FW",27,1989,4,129,32,3.8,1.4,1,,1,3,,5,1.25,2,1,1,0.7,0.92,,,,,
WAL,MF,23,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA,FW,24,1991,11,724,66,21.2,8.0,10,,2,1,,0,0.82,7,13,-6,-0.75,-0.71,,,,,
URU,DF,29,1987,1,90,90,2.6,1.0,1,,1,0,,12,3.0,2,1,1,1.0,1.22,,,,,
ENG,"DF,MF",20,1995,5,373,75,10.9,4.1,5,,4,0,,2,1.2,2,4,-2,-0.48,-0.33,,,,,
JPN,DF,27,1988,23,2070,90,60.5,23.0,23,,23,0,,15,1.13,28,32,-4,-0.17,0.03,,,,,
TUN,GK,21,1995,0,,,,,0,,0,0,,13,,,,,,,,,,,
ENG,"FW,MF",22,1994,37,2899,78,84.8,32.2,32,,20,5,,0,1.24,37,38,-1,-0.03,1.01,,,,,
ENG,"FW,MF",18,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP,MF,24,1991,35,3071,88,89.8,34.1,35,,34,0,,0,1.14,37,42,-5,-0.15,0.37,,,,,
DEN,MF,20,1995,22,1301,59,38.0,14.5,14,,8,8,,12,1.45,17,16,1,0.07,0.41,,,,,
ENG,"DF,MF",26,1989,28,2507,90,73.3,27.9,28,,27,0,,4,1.18,30,36,-6,-0.22,-0.12,,,,,
ENG,MF,21,1995,13,616,47,18.0,6.8,5,,5,8,,6,1.38,9,9,0,0.0,0.22,,,,,
IRL,FW,29,1987,32,1261,39,36.9,14.0,10,,5,22,,1,1.28,17,22,-5,-0.36,-0.27,,,,,
MAR,"FW,MF",22,1993,24,1104,46,32.3,12.3,12,,2,12,,0,0.79,11,22,-11,-0.9,-1.05,,,,,
NIR,MF,31,1985,32,2643,83,77.3,29.4,29,,26,3,,2,1.16,32,37,-5,-0.17,0.06,,,,,
ENG,GK,35,1980,0,,,,,0,,0,0,,15,,,,,,,,,,,
NED,DF,25,1991,21,1853,88,54.2,20.6,21,,19,0,,0,1.29,21,23,-2,-0.1,0.19,,,,,
ESP,"FW,MF",25,1990,9,475,53,13.9,5.3,5,,1,4,,12,0.33,6,12,-6,-1.14,-0.86,,,,,
NED,DF,24,1992,35,3146,90,92.0,35.0,35,,34,0,,0,1.23,39,50,-11,-0.31,1.0,,,,,
SCO,MF,30,1985,24,1491,62,43.6,16.6,17,,7,7,,14,1.29,20,23,-3,-0.18,0.38,,,,,
NED,"DF,MF",27,1988,36,3151,88,92.1,35.0,35,,35,1,,2,1.19,38,50,-12,-0.34,0.66,,,,,
USA,"DF,MF",31,1985,19,1629,86,47.6,18.1,18,,18,1,,2,1.05,18,25,-7,-0.39,0.02,,,,,
COD,MF,23,1992,12,796,66,23.3,8.8,9,,6,3,,15,0.83,10,20,-10,-1.13,-0.96,,,,,
ENG,DF,31,1984,23,1957,85,57.2,21.7,21,,21,2,,1,1.22,28,34,-6,-0.28,0.28,,,,,
IRL,MF,32,1984,30,2275,76,66.5,25.3,26,,19,4,,5,1.27,27,40,-13,-0.51,-0.36,,,,,
NED,"FW,MF",30,1986,12,384,32,11.2,4.3,3,,1,9,,2,1.25,2,5,-3,-0.7,-0.35,,,,,
ENG,GK,23,1993,5,450,90,13.2,5.0,5,,5,0,,1,1.0,4,8,-4,-0.8,-0.47,,,,,
DEN,GK,24,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,
WAL,MF,26,1990,36,2930,81,85.7,32.6,34,,26,2,,0,1.06,32,49,-17,-0.52,-0.89,,,,,
ENG,DF,20,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
IRL,"FW,MF",32,1983,23,1304,57,38.1,14.5,13,,11,10,,3,1.22,15,22,-7,-0.48,-0.14,,,,,
BEL,"FW,MF",18,1997,5,49,10,1.4,0.5,0,,0,5,,3,1.0,0,1,-1,-1.84,-1.46,,,,,
ENG,GK,33,1983,28,2520,90,73.7,28.0,28,,28,0,,7,1.36,34,34,0,0.0,1.5,,,,,
SEN,"FW,MF",28,1987,27,1385,51,40.5,15.4,15,,6,12,,5,1.15,17,26,-9,-0.58,-0.32,,,,,
ESP,"DF,MF",24,1992,10,650,65,19.0,7.2,7,,7,3,,20,1.8,9,7,2,0.28,0.83,,,,,
AUT,"FW,MF",27,1989,32,2714,85,79.4,30.2,32,,20,0,,0,1.19,33,43,-10,-0.33,0.31,,,,,
ENG,FW,35,1981,27,1343,50,39.3,14.9,13,,8,14,,11,1.22,20,23,-3,-0.2,0.32,,,,,
SCO,DF,31,1985,15,1167,78,34.1,13.0,14,,10,1,,12,1.13,12,17,-5,-0.39,0.01,,,,,
GER,DF,27,1989,2,180,90,5.3,2.0,2,,2,0,,0,0.5,2,5,-3,-1.5,-1.17,,,,,
EGY,MF,19,1997,17,854,50,25.0,9.5,8,,5,9,,9,0.88,8,11,-3,-0.32,0.1,,,,,
ENG,DF,28,1987,35,3150,90,92.1,35.0,35,,35,0,,0,1.09,37,53,-16,-0.46,-0.79,,,,,
BDI,"FW,MF",22,1993,13,720,55,21.1,8.0,8,,2,5,,3,0.69,4,11,-7,-0.87,-0.61,,,,,
IRL,GK,40,1976,5,450,90,13.2,5.0,5,,5,0,,27,0.2,3,14,-11,-2.2,-2.08,,,,,
BEL,"FW,MF",17,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
