nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
ESP,FW,29,1990,8.8,1,13,4,30.8,1.48,0.46,0.08,0.25,13.5,0,0,1,2.6,1.8,0.14,-1.6,-0.8
ESP,MF,28,1991,17.4,0,24,8,33.3,1.38,0.46,0.0,0.0,22.0,1,0,0,1.1,1.1,0.05,-1.1,-1.1
VEN,DF,30,1988,20.8,0,9,1,11.1,0.43,0.05,0.0,0.0,24.6,4,0,0,0.4,0.4,0.04,-0.4,-0.4
ESP,DF,23,1996,10.6,0,2,0,0.0,0.19,0.0,0.0,,12.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
CIV,"FW,MF",25,1993,5.9,2,11,6,54.5,1.86,1.02,0.18,0.33,16.2,0,0,0,1.7,1.7,0.15,0.3,0.3
ESP,MF,30,1989,22.4,1,27,10,37.0,1.21,0.45,0.04,0.1,25.2,1,0,0,1.4,1.4,0.05,-0.4,-0.4
ESP,MF,30,1989,24.4,1,20,2,10.0,0.82,0.08,0.0,0.0,28.5,0,1,1,1.3,0.5,0.03,-0.3,-0.5
ESP,FW,27,1992,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,DF,27,1992,29.8,0,6,3,50.0,0.2,0.1,0.0,0.0,13.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
MAR,FW,22,1997,15.4,4,40,17,42.5,2.6,1.1,0.1,0.24,15.0,0,0,0,5.0,5.0,0.13,-1.0,-1.0
ESP,"MF,FW",21,1998,21.3,9,60,26,43.3,2.82,1.22,0.12,0.27,25.6,16,2,2,4.8,3.2,0.05,4.2,3.8
ESP,GK,28,1991,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,MF,17,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,FW,22,1997,23.8,8,47,20,42.6,1.98,0.84,0.17,0.4,13.4,0,0,0,10.1,10.1,0.21,-2.1,-2.1
ESP,DF,29,1990,5.1,0,1,0,0.0,0.2,0.0,0.0,,16.1,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP,DF,27,1992,20.5,0,4,2,50.0,0.19,0.1,0.0,0.0,20.4,0,0,0,0.4,0.4,0.1,-0.4,-0.4
ESP,DF,32,1987,11.0,1,9,3,33.3,0.82,0.27,0.11,0.33,12.0,0,0,0,0.9,0.9,0.1,0.1,0.1
ESP,DF,22,1997,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
MKD,MF,24,1995,23.5,7,58,19,32.8,2.47,0.81,0.12,0.37,21.4,11,0,0,5.1,5.1,0.09,1.9,1.9
URU,DF,24,1995,9.0,0,4,0,0.0,0.44,0.0,0.0,,14.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
GEO,MF,20,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,DF,22,1997,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,MF,25,1994,13.7,2,17,7,41.2,1.24,0.51,0.06,0.14,14.2,0,1,1,3.1,2.3,0.14,-1.1,-1.3
POR,"MF,FW",27,1991,7.3,2,22,9,40.9,3.03,1.24,0.09,0.22,18.1,0,0,0,1.5,1.5,0.07,0.5,0.5
ESP,MF,21,1997,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,DF,30,1989,27.0,0,10,3,30.0,0.37,0.11,0.0,0.0,22.5,0,0,0,0.7,0.7,0.07,-0.7,-0.7
ESP,MF,26,1993,35.1,2,44,8,18.2,1.25,0.23,0.05,0.25,23.4,5,0,0,2.4,2.4,0.05,-0.4,-0.4
ESP,"FW,MF",32,1987,28.0,4,41,15,36.6,1.46,0.54,0.1,0.27,17.4,0,0,0,4.6,4.6,0.12,-0.6,-0.6
ESP,GK,23,1995,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
SRB,MF,26,1993,22.1,1,1,1,100.0,0.05,0.05,1.0,1.0,18.5,0,0,0,0.1,0.1,0.06,0.9,0.9
MNE,MF,27,1991,17.4,0,4,1,25.0,0.23,0.06,0.0,0.0,16.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ESP,MF,21,1998,0.4,0,1,0,0.0,2.73,0.0,0.0,,23.0,1,0,0,0.1,0.1,0.07,-0.1,-0.1
ESP,DF,24,1995,2.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,FW,28,1991,25.2,11,53,20,37.7,2.1,0.79,0.13,0.35,17.6,0,4,4,10.5,7.4,0.14,0.5,-0.4
ESP,MF,28,1991,20.8,4,60,13,21.7,2.88,0.62,0.07,0.31,25.5,4,0,0,3.3,3.3,0.06,0.7,0.7
POR,DF,25,1994,29.0,1,12,3,25.0,0.41,0.1,0.08,0.33,11.2,0,0,0,1.4,1.4,0.12,-0.4,-0.4
ESP,FW,30,1989,7.5,1,22,5,22.7,2.95,0.67,0.05,0.2,19.0,0,0,0,3.0,3.0,0.13,-2.0,-2.0
ESP,DF,30,1988,26.4,1,6,3,50.0,0.23,0.11,0.17,0.33,14.1,0,0,0,0.6,0.6,0.1,0.4,0.4
ESP,DF,29,1989,17.7,0,2,0,0.0,0.11,0.0,0.0,,19.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
CRC,DF,30,1989,5.4,0,4,1,25.0,0.74,0.19,0.0,0.0,7.9,0,0,0,0.6,0.6,0.17,-0.6,-0.6
ESP,FW,26,1992,3.1,0,10,4,40.0,3.23,1.29,0.0,0.0,15.3,0,0,1,1.5,0.7,0.07,-1.5,-0.7
ESP,"MF,FW",23,1996,18.8,0,8,3,37.5,0.43,0.16,0.0,0.0,21.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ESP,DF,20,1999,16.6,1,7,2,28.6,0.42,0.12,0.14,0.5,23.6,0,0,0,0.3,0.3,0.04,0.7,0.7
SRB,DF,27,1991,9.0,0,1,1,100.0,0.11,0.11,0.0,0.0,10.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
MKD,"MF,FW",26,1992,3.7,0,10,4,40.0,2.73,1.09,0.0,0.0,20.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5
CRO,FW,28,1991,30.7,13,54,20,37.0,1.76,0.65,0.2,0.55,12.5,0,2,2,11.1,9.5,0.18,1.9,1.5
ESP,DF,27,1991,30.8,1,14,2,14.3,0.45,0.06,0.07,0.5,11.6,0,0,0,2.0,2.0,0.14,-1.0,-1.0
ESP,MF,30,1988,0.4,0,1,1,100.0,2.43,2.43,0.0,0.0,17.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
GHA,DF,25,1994,1.2,0,1,0,0.0,0.83,0.0,0.0,,17.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
COL,"FW,MF",20,1999,16.5,5,45,15,33.3,2.72,0.91,0.11,0.33,16.6,0,0,0,3.8,3.8,0.09,1.2,1.2
ESP,"MF,FW",31,1988,33.8,5,50,11,22.0,1.48,0.33,0.08,0.36,20.9,1,1,1,5.3,4.5,0.09,-0.3,-0.5
ESP,GK,31,1987,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,DF,28,1991,19.6,0,14,2,14.3,0.71,0.1,0.0,0.0,21.1,0,0,0,0.6,0.6,0.04,-0.6,-0.6
GHA,MF,23,1996,32.3,0,15,2,13.3,0.47,0.06,0.0,0.0,22.4,0,0,0,1.0,1.0,0.07,-1.0,-1.0
ESP,DF,22,1997,15.1,0,16,1,6.3,1.06,0.07,0.0,0.0,25.6,1,0,0,0.5,0.5,0.03,-0.5,-0.5
ESP,MF,27,1991,1.7,0,1,1,100.0,0.6,0.6,0.0,0.0,10.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
KOR,MF,30,1989,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
CIV,"MF,FW",28,1990,24.3,4,38,9,23.7,1.56,0.37,0.03,0.11,17.1,0,3,3,6.2,3.8,0.1,-2.2,-2.8
GRE,DF,24,1995,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ARG,FW,14,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
GHA,DF,22,1996,20.1,1,14,2,14.3,0.7,0.1,0.07,0.5,30.1,0,0,0,0.3,0.3,0.02,0.7,0.7
ESP,GK,34,1985,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,MF,32,1987,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
SVK,DF,23,1995,35.4,0,15,2,13.3,0.42,0.06,0.0,0.0,21.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ESP,GK,23,1996,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ARG,"FW,MF",31,1988,2.3,0,5,0,0.0,2.15,0.0,0.0,,11.7,0,0,0,0.8,0.8,0.17,-0.8,-0.8
ESP,DF,15,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,MF,35,1984,28.5,5,31,11,35.5,1.09,0.39,0.1,0.27,26.8,13,2,3,3.8,1.5,0.05,1.2,1.5
JPN,"MF,FW",18,2001,25.7,4,55,25,45.5,2.14,0.97,0.07,0.16,19.9,6,0,0,3.0,3.0,0.05,1.0,1.0
ESP,DF,37,1982,5.3,0,4,0,0.0,0.76,0.0,0.0,,13.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
FRA,"MF,FW",28,1991,0.9,0,1,0,0.0,1.1,0.0,0.0,,35.9,1,0,0,0.0,0.0,0.03,0.0,0.0
ESP,FW,26,1992,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,FW,31,1988,16.0,2,17,7,41.2,1.06,0.44,0.06,0.14,15.4,0,1,1,3.1,2.3,0.14,-1.1,-1.3
ESP,FW,17,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,DF,30,1989,29.0,3,12,3,25.0,0.41,0.1,0.25,1.0,9.3,0,0,0,2.2,2.2,0.18,0.8,0.8
ESP,FW,24,1995,4.5,0,8,2,25.0,1.77,0.44,0.0,0.0,13.8,0,0,0,1.3,1.3,0.16,-1.3,-1.3
SRB,MF,27,1992,24.9,0,22,8,36.4,0.88,0.32,0.0,0.0,12.7,0,0,0,1.7,1.7,0.08,-1.7,-1.7
ESP,DF,25,1994,31.0,0,18,5,27.8,0.58,0.16,0.0,0.0,11.6,0,0,0,1.7,1.7,0.1,-1.7,-1.7
ESP,FW,32,1986,9.8,3,21,7,33.3,2.15,0.72,0.14,0.43,12.7,0,0,0,2.9,2.9,0.14,0.1,0.1
ARG,FW,25,1994,17.7,9,69,28,40.6,3.9,1.58,0.13,0.32,18.5,0,0,0,7.7,7.7,0.12,1.3,1.3
ARG,DF,32,1987,14.2,1,3,2,66.7,0.21,0.14,0.33,0.5,27.2,0,0,0,0.1,0.1,0.02,0.9,0.9
ESP,MF,29,1990,12.9,0,13,2,15.4,1.01,0.16,0.0,0.0,27.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4
ESP,MF,31,1988,12.0,2,19,7,36.8,1.58,0.58,0.11,0.29,24.9,3,0,0,1.0,1.0,0.05,1.0,1.0
ESP,MF,19,1999,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,"MF,DF",21,1998,16.6,1,13,4,30.8,0.78,0.24,0.08,0.25,26.3,0,0,0,0.5,0.5,0.04,0.5,0.5
ESP,"FW,MF",24,1995,8.8,2,21,6,28.6,2.39,0.68,0.1,0.33,16.2,0,0,0,1.4,1.4,0.07,0.6,0.6
ESP,GK,23,1996,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,FW,31,1988,2.7,1,4,2,50.0,1.5,0.75,0.0,0.0,19.2,0,1,1,1.2,0.4,0.1,-0.2,-0.4
ESP,"MF,FW",22,1997,3.5,0,6,3,50.0,1.73,0.86,0.0,0.0,18.4,0,0,0,0.7,0.7,0.11,-0.7,-0.7
ESP,DF,30,1989,2.2,0,1,0,0.0,0.46,0.0,0.0,,17.3,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP,FW,21,1997,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,FW,24,1995,7.8,1,12,4,33.3,1.53,0.51,0.08,0.25,14.7,0,0,0,1.8,1.8,0.15,-0.8,-0.8
ESP,DF,24,1995,25.9,0,17,3,17.6,0.66,0.12,0.0,0.0,20.8,0,0,0,0.9,0.9,0.05,-0.9,-0.9
ESP,MF,33,1986,25.8,2,18,5,27.8,0.7,0.19,0.11,0.4,14.3,0,0,0,2.4,2.4,0.14,-0.4,-0.4
ECU,DF,21,1998,33.1,1,19,2,10.5,0.57,0.06,0.05,0.5,18.5,1,0,0,1.6,1.6,0.08,-0.6,-0.6
ESP,DF,31,1988,7.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,"MF,FW",26,1993,6.0,1,8,1,12.5,1.34,0.17,0.13,1.0,14.0,0,0,0,1.3,1.3,0.16,-0.3,-0.3
ESP,"MF,FW",30,1989,30.2,7,73,19,26.0,2.42,0.63,0.03,0.11,24.7,9,5,5,8.2,4.3,0.06,-1.2,-2.3
ESP,GK,35,1984,17.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,"MF,FW",26,1993,24.3,8,55,19,34.5,2.26,0.78,0.13,0.37,19.8,9,1,1,7.2,6.4,0.12,0.8,0.6
ESP,GK,26,1993,18.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,"DF,MF",21,1997,5.2,1,4,2,50.0,0.77,0.38,0.25,0.5,13.8,0,0,0,0.4,0.4,0.11,0.6,0.6
ESP,DF,27,1992,6.0,1,2,1,50.0,0.34,0.17,0.5,1.0,9.4,0,0,0,0.3,0.3,0.16,0.7,0.7
FRA,GK,26,1993,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
MAR,FW,19,1999,0.7,0,3,2,66.7,4.15,2.77,0.0,0.0,17.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
BRA,MF,27,1992,34.3,4,45,12,26.7,1.31,0.35,0.09,0.33,22.6,4,0,0,4.2,4.2,0.1,-0.2,-0.2
ESP,DF,27,1992,30.4,1,20,9,45.0,0.66,0.3,0.05,0.11,19.5,0,0,0,2.6,2.6,0.13,-1.6,-1.6
BEL,"FW,MF",28,1991,12.0,1,19,13,68.4,1.59,1.09,0.05,0.08,16.7,0,0,0,2.1,2.1,0.11,-1.1,-1.1
URU,MF,21,1998,21.2,2,22,11,50.0,1.04,0.52,0.09,0.18,23.0,0,0,0,2.0,2.0,0.09,0.0,0.0
FRA,DF,24,1995,20.1,1,7,3,42.9,0.35,0.15,0.14,0.33,21.2,0,0,0,0.6,0.6,0.09,0.4,0.4
WAL,"FW,MF",30,1989,12.1,2,34,12,35.3,2.81,0.99,0.06,0.17,17.3,3,0,0,4.0,4.0,0.12,-2.0,-2.0
ESP,"FW,MF",27,1992,13.1,1,23,13,56.5,1.75,0.99,0.04,0.08,18.8,2,0,0,2.1,2.1,0.09,-1.1,-1.1
COL,"MF,FW",28,1991,4.7,1,9,1,11.1,1.93,0.21,0.11,1.0,17.4,1,0,0,1.1,1.1,0.12,-0.1,-0.1
FRA,FW,31,1987,34.9,21,119,54,45.4,3.41,1.55,0.13,0.3,15.0,1,5,5,20.3,16.3,0.14,0.7,-0.3
ESP,"MF,FW",28,1991,9.4,2,10,3,30.0,1.06,0.32,0.2,0.67,17.1,0,0,0,1.4,1.4,0.14,0.6,0.6
SRB,FW,21,1997,4.8,2,14,3,21.4,2.93,0.63,0.14,0.67,13.1,0,0,0,2.4,2.4,0.17,-0.4,-0.4
CRO,MF,33,1985,22.2,3,30,13,43.3,1.35,0.59,0.1,0.23,23.1,0,0,0,1.5,1.5,0.05,1.5,1.5
BRA,DF,31,1988,14.4,1,17,5,29.4,1.18,0.35,0.06,0.2,22.6,0,0,0,0.5,0.5,0.03,0.5,0.5
ESP,FW,23,1996,3.7,3,8,5,62.5,2.14,1.34,0.38,0.6,15.7,1,0,0,1.1,1.1,0.14,1.9,1.9
DOM,"FW,MF",25,1993,0.5,1,6,2,33.3,12.0,4.0,0.17,0.5,11.6,0,0,0,0.9,0.9,0.15,0.1,0.1
ESP,DF,29,1990,4.9,1,6,1,16.7,1.23,0.21,0.17,1.0,22.8,0,0,0,0.4,0.4,0.06,0.6,0.6
FRA,DF,26,1993,31.4,2,11,2,18.2,0.35,0.06,0.18,1.0,12.6,0,0,0,1.0,1.0,0.09,1.0,1.0
BRA,FW,18,2001,11.3,2,16,8,50.0,1.41,0.71,0.13,0.25,11.5,0,0,0,2.3,2.3,0.14,-0.3,-0.3
ESP,DF,33,1986,33.5,11,33,11,33.3,0.99,0.33,0.15,0.45,15.5,4,6,6,10.2,5.4,0.16,0.8,-0.4
BEL,GK,27,1992,34.0,0,1,1,100.0,0.03,0.03,0.0,0.0,11.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
GER,MF,29,1990,29.5,4,57,20,35.1,1.93,0.68,0.07,0.2,23.1,2,0,0,3.3,3.3,0.06,0.7,0.7
BRA,"FW,MF",19,2000,15.2,3,38,17,44.7,2.51,1.12,0.08,0.18,14.5,0,0,0,4.3,4.3,0.11,-1.3,-1.3
ESP,DF,23,1995,3.8,0,2,0,0.0,0.52,0.0,0.0,,16.2,0,0,0,0.4,0.4,0.2,-0.4,-0.4
BRA,DF,21,1998,11.4,0,2,1,50.0,0.18,0.09,0.0,0.0,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
BEL,"FW,MF",24,1995,13.0,3,24,8,33.3,1.85,0.62,0.13,0.38,20.3,4,0,0,1.9,1.9,0.08,1.1,1.1
ESP,DF,21,1997,10.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
SWE,FW,19,1999,16.7,9,44,22,50.0,2.63,1.31,0.2,0.41,13.5,1,0,0,7.3,7.3,0.17,1.7,1.7
ESP,"FW,MF",17,2001,4.9,1,15,5,33.3,3.05,1.02,0.07,0.2,17.5,0,0,0,0.9,0.9,0.06,0.1,0.1
ESP,MF,22,1997,10.4,0,3,0,0.0,0.29,0.0,0.0,,29.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ESP,DF,22,1996,7.9,0,1,1,100.0,0.13,0.13,0.0,0.0,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP,DF,25,1994,16.8,0,9,1,11.1,0.54,0.06,0.0,0.0,10.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8
ESP,MF,29,1990,2.4,0,1,0,0.0,0.42,0.0,0.0,,32.8,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP,MF,33,1986,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,DF,25,1993,25.9,1,10,4,40.0,0.39,0.15,0.1,0.25,13.5,0,0,0,1.1,1.1,0.11,-0.1,-0.1
ESP,"MF,DF",22,1997,29.3,0,14,1,7.1,0.48,0.03,0.0,0.0,28.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4
ESP,DF,18,2001,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,DF,27,1992,28.3,0,7,2,28.6,0.25,0.07,0.0,0.0,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
POR,DF,25,1994,0.1,0,1,0,0.0,15.0,0.0,0.0,,16.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1
ESP,MF,24,1995,4.1,0,6,5,83.3,1.45,1.21,0.0,0.0,20.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5
NOR,MF,20,1998,28.1,4,50,16,32.0,1.78,0.57,0.08,0.25,22.4,4,0,0,3.0,3.0,0.06,1.0,1.0
ESP,MF,20,1999,5.8,0,4,0,0.0,0.69,0.0,0.0,,30.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ESP,GK,35,1984,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,MF,23,1996,34.9,5,44,14,31.8,1.26,0.4,0.11,0.36,18.3,1,0,0,3.1,3.1,0.07,1.9,1.9
ESP,"FW,MF",22,1997,33.9,10,58,18,31.0,1.71,0.53,0.1,0.33,21.4,0,4,4,8.4,5.3,0.09,1.6,0.7
ESP,DF,33,1986,26.6,2,19,6,31.6,0.72,0.23,0.11,0.33,11.6,0,0,0,3.1,3.1,0.19,-1.1,-1.1
FRA,FW,19,1999,0.3,0,1,0,0.0,3.1,0.0,0.0,,14.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ESP,"FW,MF",27,1992,26.6,7,40,15,37.5,1.5,0.56,0.18,0.47,14.3,0,0,1,6.0,5.3,0.13,1.0,1.7
ESP,"FW,MF",19,2000,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,DF,22,1996,26.6,1,13,2,15.4,0.49,0.08,0.08,0.5,11.6,0,0,0,1.5,1.5,0.11,-0.5,-0.5
BRA,FW,27,1991,22.3,11,59,19,32.2,2.64,0.85,0.19,0.58,13.7,2,0,0,10.7,10.7,0.19,0.3,0.3
ESP,GK,24,1995,25.0,0,1,0,0.0,0.04,0.0,0.0,,7.2,0,0,0,0.1,0.1,0.14,-0.1,-0.1
ESP,"MF,FW",20,1999,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP,FW,18,2001,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
POR,DF,30,1988,9.4,0,6,0,0.0,0.64,0.0,0.0,,14.9,0,0,0,0.6,0.6,0.1,-0.6,-0.6
BRA,DF,26,1993,34.8,2,21,3,14.3,0.6,0.09,0.1,0.67,16.5,0,0,0,2.3,2.3,0.11,-0.3,-0.3
BRA,MF,32,1987,29.5,2,15,5,33.3,0.51,0.17,0.13,0.4,10.2,0,0,0,2.6,2.6,0.17,-0.6,-0.6
ARG,"MF,FW",30,1989,12.2,3,16,6,37.5,1.31,0.49,0.19,0.5,13.0,0,0,0,1.6,1.6,0.1,1.4,1.4
MEX,FW,31,1988,5.0,1,13,6,46.2,2.61,1.21,0.08,0.17,11.0,0,0,0,3.0,3.0,0.23,-2.0,-2.0
ESP,DF,33,1985,37.4,0,11,2,18.2,0.29,0.05,0.0,0.0,22.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ESP,MF,25,1994,25.0,2,29,7,24.1,1.16,0.28,0.07,0.29,23.0,8,0,0,1.9,1.9,0.07,0.1,0.1
FRA,DF,20,1998,25.7,1,23,5,21.7,0.9,0.19,0.04,0.2,11.8,0,0,0,2.2,2.2,0.1,-1.2,-1.2
ARG,"FW,MF",25,1994,30.5,14,79,31,39.2,2.59,1.02,0.11,0.29,17.1,0,5,5,12.7,8.8,0.11,1.3,0.2
NED,FW,28,1990,22.9,6,57,24,42.1,2.49,1.05,0.11,0.25,10.7,0,0,0,9.5,9.5,0.17,-3.5,-3.5
ISR,FW,27,1992,0.3,0,2,0,0.0,6.92,0.0,0.0,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
MAR,FW,23,1995,13.9,5,45,15,33.3,3.24,1.08,0.11,0.33,17.0,1,0,0,3.0,3.0,0.07,2.0,2.0
SRB,"MF,DF",27,1991,13.5,0,7,1,14.3,0.52,0.07,0.0,0.0,25.8,1,0,0,0.3,0.3,0.05,-0.3,-0.3
ESP,FW,32,1986,10.0,3,30,12,40.0,3.01,1.2,0.1,0.25,15.8,0,0,0,2.2,2.2,0.07,0.8,0.8
POR,FW,23,1995,1.5,0,2,1,50.0,1.34,0.67,0.0,0.0,24.4,1,0,0,0.1,0.1,0.07,-0.1,-0.1
ESP,DF,27,1992,8.0,0,3,0,0.0,0.38,0.0,0.0,,15.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ESP,DF,29,1989,8.6,1,8,6,75.0,0.93,0.7,0.13,0.17,20.3,0,0,0,0.3,0.3,0.04,0.7,0.7
ESP,DF,22,1996,27.9,2,28,7,25.0,1.0,0.25,0.07,0.29,17.3,0,0,0,2.3,2.3,0.08,-0.3,-0.3
ESP,"FW,MF",25,1993,8.7,1,14,7,50.0,1.61,0.8,0.07,0.14,23.4,2,0,0,0.8,0.8,0.06,0.2,0.2
CZE,GK,30,1989,32.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
MAR,GK,28,1991,5.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
MAR,FW,22,1997,8.8,4,21,8,38.1,2.37,0.9,0.19,0.5,11.6,0,0,0,3.6,3.6,0.17,0.4,0.4
ARG,MF,31,1988,27.5,3,38,8,21.1,1.38,0.29,0.03,0.13,24.9,4,2,2,3.2,1.6,0.04,-0.2,-0.6
ESP,"MF,FW",24,1994,17.7,3,16,10,62.5,0.9,0.56,0.19,0.3,19.3,0,0,0,1.5,1.5,0.09,1.5,1.5
ESP,DF,21,1998,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA,DF,28,1991,8.4,0,8,1,12.5,0.96,0.12,0.0,0.0,17.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ESP,MF,22,1997,23.0,2,18,4,22.2,0.78,0.17,0.11,0.5,17.8,0,0,0,1.7,1.7,0.09,0.3,0.3
ITA,DF,26,1992,0.8,0,1,0,0.0,1.2,0.0,0.0,,9.6,0,0,0,0.1,0.1,0.13,-0.1,-0.1
ESP,MF,30,1989,33.6,8,28,10,35.7,0.83,0.3,0.11,0.3,29.2,18,5,6,6.5,1.8,0.06,1.5,1.2
DEN,"DF,MF",30,1989,30.4,1,16,4,25.0,0.53,0.13,0.06,0.25,17.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2
RUS,"MF,FW",28,1990,10.3,1,22,7,31.8,2.14,0.68,0.05,0.14,19.2,0,0,0,3.4,3.4,0.16,-2.4,-2.4
FRA,DF,28,1991,7.5,0,1,0,0.0,0.13,0.0,0.0,,10.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1
ARG,DF,32,1986,16.0,0,7,3,42.9,0.44,0.19,0.0,0.0,12.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ESP,"MF,FW",19,2000,25.0,4,33,9,27.3,1.32,0.36,0.12,0.44,15.8,0,0,0,4.0,4.0,0.12,0.0,0.0
FRA,MF,28,1991,21.2,0,9,1,11.1,0.43,0.05,0.0,0.0,19.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4
BRA,DF,28,1990,31.1,1,8,2,25.0,0.26,0.06,0.13,0.5,10.2,0,0,0,0.9,0.9,0.11,0.1,0.1
CTA,MF,26,1993,20.1,1,19,4,21.1,0.95,0.2,0.05,0.25,25.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1
