nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
MAR,FW,22,1995,1.7,0,0,0,2,2,4,1,0,3,0,0,0,1,1,1,50.0
POR,DF,24,1993,17.8,4,0,0,22,27,5,17,22,27,2,0,0,103,18,14,56.3
FRA,"FW,MF",21,1997,18.5,1,0,0,22,22,9,82,5,15,0,0,0,64,8,9,47.1
BRA,"FW,MF",26,1992,22.4,2,0,0,19,45,8,49,12,11,1,0,0,81,6,19,24.0
BRA,"FW,MF",25,1993,2.5,1,0,0,7,8,0,3,1,6,0,0,0,8,3,2,60.0
ESP,MF,18,1999,1.7,0,0,0,1,1,0,0,0,3,0,0,0,9,1,0,100.0
FRA,DF,24,1993,13.2,4,0,0,13,16,2,0,18,5,0,0,0,82,11,11,50.0
ESP,"DF,MF",26,1992,23.2,3,0,0,18,33,0,27,43,20,0,1,0,102,28,28,50.0
ESP,MF,30,1988,30.2,10,0,0,38,54,0,2,54,60,0,0,0,194,49,52,48.5
BEL,DF,32,1985,6.5,2,0,0,10,4,0,1,6,4,0,0,0,29,13,8,61.9
ESP,FW,19,1999,0.9,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
MEX,"MF,DF",31,1986,25.9,8,0,0,44,38,2,49,28,15,0,1,0,155,15,27,35.7
ESP,"DF,FW",31,1987,10.4,4,0,0,21,9,0,41,5,8,0,0,0,37,10,11,47.6
PAR,FW,22,1996,9.0,2,0,0,10,13,6,2,3,6,0,0,0,14,21,23,47.7
ALG,DF,26,1991,34.0,10,0,0,56,22,1,19,41,34,0,0,0,143,53,38,58.2
ESP,"DF,FW",26,1991,17.5,3,0,0,7,12,5,44,16,20,1,1,0,96,4,8,33.3
MEX,"FW,MF",18,2000,3.9,2,0,0,2,18,0,6,1,4,0,0,0,10,0,4,0.0
BRA,"FW,DF",19,1999,3.5,1,0,0,5,14,0,8,7,7,0,0,0,12,3,3,50.0
ESP,"DF,FW",22,1996,19.8,2,0,0,9,39,1,66,21,28,0,0,0,79,8,21,27.6
ARG,"MF,FW",22,1996,26.6,5,0,0,36,67,1,15,17,31,1,0,0,107,16,23,41.0
ESP,"DF,MF",31,1987,5.8,0,1,0,8,5,0,0,5,1,0,0,0,29,14,11,56.0
ESP,"FW,MF",25,1993,8.7,2,0,0,7,4,5,2,1,4,0,0,0,20,3,17,15.0
ESP,"FW,MF",37,1981,18.8,5,0,0,8,32,2,92,14,4,0,0,0,64,14,17,45.2
ESP,GK,28,1990,5.0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,100.0
DOM,"DF,FW",21,1996,21.5,7,0,0,30,26,4,35,23,25,1,0,0,105,34,22,60.7
ESP,FW,24,1993,21.7,4,0,0,30,47,25,11,6,12,2,0,0,35,23,52,30.7
ESP,DF,27,1991,32.5,4,0,0,30,39,4,5,60,55,0,1,0,164,74,48,60.7
ESP,GK,23,1994,33.0,3,0,0,1,5,0,0,2,0,0,0,0,56,7,0,100.0
ALG,"MF,FW",28,1990,6.0,1,0,0,5,8,1,24,5,4,0,0,0,19,4,15,21.1
ESP,MF,27,1991,29.5,5,0,0,28,50,11,143,9,30,0,0,0,150,6,22,21.4
ESP,"FW,MF",29,1989,7.1,1,0,0,9,15,8,3,2,2,0,0,0,19,3,24,11.1
BRA,DF,28,1989,19.4,4,0,0,14,17,0,9,41,29,0,0,0,116,32,27,54.2
JPN,MF,30,1988,4.2,0,0,0,6,12,1,8,1,3,0,0,0,15,0,4,0.0
CMR,MF,22,1996,8.6,2,0,0,16,12,0,1,10,6,0,0,0,37,7,5,58.3
POR,MF,26,1992,26.5,7,0,0,24,35,2,3,12,27,0,0,0,202,40,17,70.2
MAR,DF,29,1989,18.9,7,0,0,29,9,0,4,31,23,0,2,0,106,71,28,71.7
DEN,"MF,FW",23,1995,4.0,1,0,0,8,3,1,23,2,10,0,0,0,21,1,7,12.5
ESP,"MF,FW",21,1997,26.1,5,0,0,38,64,11,108,24,31,1,0,0,133,29,58,33.3
ESP,DF,23,1995,13.0,4,0,0,16,7,1,1,18,13,0,0,0,63,28,10,73.7
ESP,DF,24,1993,19.5,6,0,0,26,21,1,65,35,30,0,2,0,91,25,15,62.5
GER,FW,21,1997,2.4,0,0,0,3,6,1,2,2,2,0,0,0,6,13,11,54.2
NGA,"FW,MF",21,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TUR,"FW,MF",21,1997,4.1,1,0,0,7,7,2,5,3,4,0,0,0,20,3,4,42.9
ARG,DF,31,1987,11.9,3,0,0,16,8,0,6,20,22,0,0,0,55,19,16,54.3
ESP,MF,19,1999,16.9,3,0,0,12,14,0,4,19,17,0,0,0,100,5,17,22.7
ARG,DF,32,1985,21.1,6,2,2,19,6,4,0,33,26,0,0,1,96,70,44,61.4
ESP,DF,27,1991,34.4,11,0,0,51,27,9,177,50,41,0,1,0,169,60,56,51.7
ESP,"FW,MF",30,1987,25.0,5,0,0,16,43,7,32,16,11,1,0,0,97,24,43,35.8
ESP,MF,27,1991,12.8,1,0,0,9,12,2,8,9,10,0,0,0,81,6,13,31.6
PAR,"DF,MF",25,1993,6.0,2,0,0,6,2,1,12,5,9,0,0,0,33,18,7,72.0
ESP,DF,25,1993,2.4,0,0,0,5,7,0,6,2,5,0,0,0,13,0,3,0.0
URU,DF,24,1994,10.0,2,0,0,7,5,0,42,8,18,0,1,0,48,3,7,30.0
DEN,"MF,FW",22,1996,2.6,0,0,0,3,4,0,3,4,2,0,0,0,19,5,4,55.6
URU,FW,21,1996,32.9,6,1,1,70,66,43,12,2,4,0,0,0,79,134,134,50.0
MEX,DF,26,1991,29.8,3,1,1,15,4,1,2,35,22,0,1,0,127,70,46,60.3
TUR,MF,24,1994,24.4,10,0,0,43,34,1,2,37,39,0,0,0,191,76,43,63.9
DEN,"FW,MF",23,1995,9.4,0,0,0,8,21,3,27,3,3,0,0,0,54,0,4,0.0
ESP,GK,23,1995,25.0,2,0,0,1,0,0,0,2,0,0,0,0,19,3,1,75.0
ALG,"MF,FW",28,1990,8.0,2,1,0,6,9,0,47,3,4,0,1,0,34,7,18,28.0
SVK,DF,24,1994,1.0,0,0,0,2,0,0,4,3,3,0,0,0,1,2,1,66.7
ESP,GK,31,1986,13.0,1,0,0,1,0,0,0,0,0,0,1,0,18,4,0,100.0
MAR,"MF,FW",24,1993,23.2,6,0,0,42,60,1,60,10,21,1,0,0,124,17,19,47.2
SVK,MF,23,1994,27.7,1,0,0,19,48,1,9,26,19,0,0,0,166,9,19,32.1
NED,DF,24,1994,9.9,3,1,1,9,6,0,2,11,11,0,0,0,46,32,11,74.4
ESP,DF,31,1987,21.7,6,1,1,14,5,0,8,46,24,0,0,0,151,59,41,59.0
ESP,GK,34,1983,14.0,1,0,0,0,0,0,0,0,1,0,0,0,24,1,1,50.0
CPV,MF,28,1990,0.7,0,0,0,3,1,0,10,1,0,0,0,0,2,0,1,0.0
BRA,FW,34,1984,19.3,4,0,0,39,29,13,12,4,5,1,0,0,54,101,125,44.7
CHI,"MF,FW",32,1986,30.4,4,0,0,24,59,5,105,19,21,1,0,0,190,27,50,35.1
ARG,MF,25,1993,19.9,6,0,0,32,18,0,7,21,28,0,0,0,106,45,63,41.7
ESP,DF,33,1984,18.6,4,0,0,10,10,2,1,18,13,1,1,0,117,62,25,71.3
ESP,MF,24,1994,31.9,10,0,0,59,37,4,177,32,40,0,0,0,249,50,35,58.8
ESP,DF,22,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ESP,DF,28,1989,33.6,10,0,0,22,17,1,260,41,46,0,1,0,234,49,34,59.0
ESP,FW,28,1989,14.4,0,0,0,31,25,10,12,4,4,0,0,0,48,75,103,42.1
ESP,"FW,MF",23,1995,6.7,1,0,0,9,12,5,7,1,5,0,0,0,33,16,23,41.0
ESP,"MF,FW",20,1998,26.2,6,0,0,42,16,8,72,20,37,0,0,0,146,40,66,37.7
SRB,GK,26,1992,24.0,3,0,0,3,0,0,0,2,0,0,2,0,56,7,0,100.0
ESP,MF,21,1997,0.8,0,0,0,1,1,0,0,1,0,0,0,0,5,1,2,33.3
ESP,MF,25,1993,2.0,0,0,0,2,5,0,31,0,1,0,0,0,9,2,4,33.3
ARG,"DF,MF",30,1988,16.9,2,1,0,18,11,0,65,13,19,0,0,0,99,27,32,45.8
SEN,MF,32,1986,26.1,11,0,0,68,47,1,11,37,40,0,0,0,170,98,76,56.3
POR,DF,26,1992,24.9,4,0,0,19,12,0,1,36,39,0,0,1,123,75,44,63.0
ESP,DF,27,1990,6.5,1,0,0,5,4,0,0,8,3,0,0,0,29,15,8,65.2
ESP,"MF,FW",31,1986,4.7,0,0,0,5,5,0,40,4,4,0,0,0,22,12,8,60.0
ESP,"MF,FW",25,1992,3.8,0,0,0,7,5,2,16,2,6,0,0,0,21,7,14,33.3
ESP,DF,27,1991,29.7,4,0,0,24,34,1,216,35,46,0,0,0,214,21,26,44.7
ESP,FW,28,1990,28.7,4,0,0,65,31,39,6,6,17,2,0,0,94,171,217,44.1
ESP,"DF,MF",26,1992,11.9,1,0,0,19,6,1,0,17,25,0,0,0,76,35,20,63.6
ESP,DF,20,1998,8.5,1,0,0,14,7,1,15,8,9,0,0,0,41,4,12,25.0
GNB,MF,20,1997,0.5,1,0,0,1,0,0,1,2,0,0,0,0,2,3,5,37.5
ESP,FW,25,1993,34.2,5,0,0,56,51,45,12,7,14,0,0,0,85,59,75,44.0
ESP,DF,28,1989,20.2,4,0,0,18,17,0,2,28,18,1,1,1,101,51,39,56.7
ESP,GK,36,1981,38.0,2,0,0,0,4,0,0,2,0,0,0,0,51,6,1,85.7
ESP,DF,29,1989,26.2,11,0,0,38,29,1,77,53,31,0,1,0,131,48,34,58.5
ESP,MF,31,1987,22.4,11,0,0,38,42,0,76,26,32,0,1,0,133,21,29,42.0
ARG,FW,27,1991,2.3,2,0,0,8,4,2,2,0,2,0,0,0,4,8,11,42.1
PAR,"FW,MF",29,1989,8.8,1,0,0,21,15,6,39,5,10,0,0,0,44,14,14,50.0
ESP,DF,32,1986,21.6,5,1,1,32,35,0,57,40,40,0,0,0,112,31,27,53.4
ESP,"FW,MF",20,1998,4.0,0,0,0,4,2,2,2,6,1,1,0,0,21,9,9,50.0
ESP,DF,21,1997,5.8,0,0,0,5,2,0,0,7,3,0,1,0,21,14,10,58.3
BRA,"FW,MF",25,1992,13.7,3,0,0,25,22,4,10,8,14,0,0,0,76,14,20,41.2
ESP,MF,21,1996,34.6,9,0,0,60,27,0,5,36,45,0,0,0,236,43,40,51.8
ESP,DF,23,1995,31.2,7,0,0,22,29,2,1,37,24,0,2,0,181,70,43,61.9
BRA,DF,29,1988,15.1,3,0,0,13,4,1,0,26,10,0,0,0,77,39,31,55.7
ARG,"FW,MF",29,1989,8.3,0,0,0,18,26,1,45,2,15,0,0,0,49,10,18,35.7
VEN,DF,29,1988,19.4,2,0,0,34,17,1,47,22,31,0,2,0,114,46,22,67.6
ESP,MF,24,1993,30.1,8,1,1,31,30,1,56,22,35,0,0,0,143,17,24,41.5
ESP,"FW,MF",35,1983,16.5,3,0,0,17,37,2,55,10,10,0,0,0,58,18,30,37.5
ESP,MF,30,1987,14.1,9,0,0,48,36,2,17,25,30,0,0,0,69,21,15,58.3
CHN,"FW,MF",26,1991,11.8,1,0,0,8,12,12,9,7,6,1,0,0,42,13,26,33.3
ESP,MF,21,1997,1.2,1,0,0,1,4,0,2,3,1,0,0,0,10,1,2,33.3
CRC,"DF,MF",29,1989,7.3,0,0,0,8,2,1,1,13,5,0,0,1,35,23,10,69.7
ESP,"MF,FW",20,1997,22.2,3,0,0,11,56,0,13,13,8,0,0,0,99,8,35,18.6
SEN,MF,22,1996,11.1,4,0,0,27,21,3,11,10,13,0,0,0,55,12,22,35.3
ESP,DF,28,1990,18.9,7,1,1,24,13,0,5,22,10,0,1,0,89,51,45,53.1
URU,DF,30,1988,36.0,13,0,0,57,55,2,188,46,62,0,0,0,246,31,41,43.1
ESP,GK,25,1993,37.0,0,0,0,0,2,0,0,1,0,0,0,0,33,10,2,83.3
FRA,"MF,DF",25,1993,20.0,7,0,0,49,25,2,26,20,12,0,0,0,104,24,57,29.6
TOG,DF,26,1991,33.1,13,2,1,51,30,0,8,74,34,1,3,0,265,87,71,55.1
ESP,MF,28,1990,22.2,3,1,0,30,36,2,40,17,16,0,0,0,132,4,35,10.3
JPN,"MF,FW",26,1992,4.3,0,0,0,6,3,0,19,3,3,0,0,0,32,4,4,50.0
ESP,"MF,FW",18,1999,4.6,0,0,0,9,17,0,4,3,4,1,0,0,18,8,11,42.1
ESP,DF,25,1992,3.5,1,0,0,6,1,0,1,5,0,0,0,0,21,7,7,50.0
ESP,MF,23,1995,1.6,2,1,0,10,7,0,7,0,0,0,0,0,5,3,3,50.0
ESP,"FW,MF",29,1988,27.0,10,0,0,79,52,30,55,17,21,0,0,0,100,96,109,46.8
ESP,FW,36,1982,29.4,2,0,0,47,45,21,17,7,9,0,0,0,98,91,160,36.3
URU,DF,27,1991,31.0,11,1,1,35,14,2,28,52,26,0,0,1,137,158,68,69.9
ARG,GK,28,1990,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
ESP,MF,32,1986,0.6,0,0,0,1,0,0,0,1,2,0,0,0,5,1,3,25.0
FRA,MF,34,1984,5.0,5,0,0,15,6,0,0,5,4,0,0,0,28,15,4,78.9
URU,"DF,MF",20,1997,11.2,6,1,1,15,23,1,18,10,17,0,0,0,66,42,49,46.2
URU,MF,22,1995,29.7,8,0,0,65,57,1,24,30,33,1,1,1,166,53,44,54.6
SRB,MF,23,1995,35.7,4,0,0,19,11,1,4,71,45,0,1,0,166,83,80,50.9
ESP,MF,25,1993,0.8,1,0,0,1,5,0,0,0,2,0,0,0,3,0,0,
ESP,MF,27,1991,3.4,2,0,0,3,3,1,6,0,3,0,0,0,19,2,9,18.2
URU,MF,24,1993,5.0,3,0,0,13,17,0,6,8,8,1,0,0,27,7,17,29.2
ESP,"MF,FW",27,1991,0.3,0,0,0,1,2,0,3,0,1,0,0,0,3,0,2,0.0
POR,"DF,MF",31,1987,24.2,5,0,0,37,20,1,141,43,26,0,0,0,151,21,37,36.2
ESP,FW,31,1987,20.2,4,0,0,42,35,35,27,8,7,0,1,0,59,26,68,27.7
ESP,"DF,MF",30,1987,7.2,2,0,0,6,8,0,50,7,8,0,1,0,24,2,5,28.6
ESP,MF,21,1997,18.5,1,0,0,12,19,1,77,21,19,0,0,0,120,16,28,36.4
HON,"FW,MF",25,1993,8.1,4,1,0,42,10,5,10,0,5,1,0,0,28,24,31,43.6
COL,DF,29,1989,30.3,6,2,2,33,6,3,0,40,14,0,1,0,128,130,66,66.3
ESP,"MF,FW",27,1990,29.2,0,1,0,19,103,4,42,38,27,0,0,0,206,20,34,37.0
ESP,DF,27,1991,4.7,3,0,0,5,2,0,14,4,6,0,0,0,25,6,8,42.9
URU,FW,31,1986,30.3,9,0,0,89,74,24,3,4,13,2,0,0,60,114,112,50.4
ESP,MF,28,1989,1.8,0,0,0,1,1,0,0,3,2,0,0,0,12,7,4,63.6
BRA,MF,20,1998,16.6,7,0,0,47,30,0,16,21,19,0,1,0,136,26,20,56.5
ESP,GK,37,1981,6.2,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1,75.0
COL,"FW,MF",25,1992,0.2,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,
ESP,DF,25,1993,18.0,4,0,0,15,11,0,30,16,6,0,2,1,83,25,25,50.0
ESP,DF,27,1991,30.7,8,0,0,38,10,2,4,57,25,0,1,0,140,106,56,65.4
CMR,"FW,DF",20,1998,0.9,1,0,0,6,2,0,2,1,2,0,0,0,7,2,2,50.0
ESP,"DF,MF",26,1992,15.6,6,0,0,21,20,0,17,37,34,0,1,0,93,29,29,50.0
KOR,"FW,MF",21,1997,0.7,0,0,0,0,2,0,0,3,0,0,0,0,3,1,2,33.3
ENG,"MF,FW",21,1997,6.7,0,0,0,0,9,2,8,3,6,0,0,0,23,1,4,20.0
ESP,DF,29,1989,20.8,9,0,0,21,13,2,3,36,23,0,0,0,106,84,46,64.6
ESP,DF,18,1999,24.6,4,0,0,24,35,0,124,39,31,0,0,0,179,18,35,34.0
ESP,MF,25,1993,31.0,4,0,0,70,49,0,11,35,46,0,1,0,177,48,68,41.4
ESP,"FW,MF",26,1992,31.3,3,0,0,26,42,11,72,8,24,0,0,0,104,24,83,22.4
ESP,DF,29,1989,9.4,1,0,0,11,9,1,58,11,12,0,0,0,50,15,17,46.9
CIV,FW,30,1987,6.0,2,0,0,10,5,4,1,3,1,0,0,0,16,5,36,12.2
ESP,"DF,FW",18,1999,9.9,2,0,0,8,15,0,26,8,15,0,0,0,52,8,12,40.0
MAR,GK,27,1991,31.8,2,0,0,0,3,0,0,1,0,0,0,1,32,5,0,100.0
ESP,"MF,DF",29,1988,26.6,5,0,0,33,48,1,173,35,28,0,0,0,164,30,32,48.4
ESP,DF,22,1996,8.3,3,0,0,9,9,0,0,12,10,0,1,0,35,17,13,56.7
SRB,GK,25,1992,12.0,1,0,0,1,2,0,0,1,0,0,1,0,8,2,0,100.0
ARG,GK,22,1996,6.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,
EQG,DF,25,1993,11.4,2,0,0,16,13,0,7,23,15,0,0,0,54,20,14,58.8
ESP,MF,21,1997,18.8,2,0,0,18,11,1,9,31,25,0,0,0,136,23,34,40.4
COL,FW,19,1999,23.9,6,0,0,33,40,14,50,9,13,1,0,0,86,58,107,35.2
ARG,"MF,DF",31,1987,18.7,11,0,0,47,17,1,3,34,34,0,1,0,97,48,35,57.8
ESP,"MF,FW",30,1988,25.3,5,0,0,42,36,24,258,24,22,0,0,0,145,7,32,17.9
ESP,FW,31,1986,17.1,4,0,0,45,29,19,10,8,15,0,0,0,45,96,102,48.5
ARG,"FW,MF",24,1994,22.2,12,1,1,38,46,10,40,13,10,0,0,0,75,68,69,49.6
ESP,MF,24,1994,14.9,3,0,0,32,17,1,3,2,23,2,0,0,96,24,22,52.2
ESP,"DF,FW",23,1994,16.0,7,0,0,15,22,1,68,19,39,0,1,0,95,17,19,47.2
ESP,DF,29,1989,27.7,5,0,0,26,13,0,81,44,55,0,0,0,222,30,24,55.6
ESP,DF,27,1991,30.9,9,2,0,50,32,6,16,50,42,0,0,1,134,69,51,57.5
ESP,MF,32,1985,3.8,1,0,0,3,6,0,2,4,2,0,0,0,27,4,4,50.0
ESP,"MF,DF",37,1980,0.4,0,0,0,0,0,0,2,0,1,0,0,0,4,1,3,25.0
VEN,"MF,FW",24,1994,7.4,2,0,0,13,15,2,14,6,6,1,0,0,42,8,11,42.1
ESP,MF,32,1986,1.3,0,0,0,2,2,0,3,1,3,0,0,0,10,0,2,0.0
POR,DF,33,1985,5.6,4,0,0,8,8,0,9,16,10,0,0,0,27,0,4,0.0
ARG,DF,34,1984,7.8,2,0,0,12,16,0,0,22,9,0,2,1,23,30,13,69.8
ESP,MF,24,1994,33.9,3,0,0,47,25,0,113,28,28,1,0,0,252,21,28,42.9
ESP,DF,24,1993,8.6,4,0,0,16,4,1,0,12,10,0,0,0,32,25,21,54.3
SRB,DF,28,1989,0.7,0,0,0,0,1,0,2,0,0,0,0,0,3,1,0,100.0
ESP,GK,33,1985,20.0,1,0,0,0,3,0,0,1,0,0,0,0,11,0,0,
POR,DF,24,1994,9.4,4,0,0,12,6,0,0,16,16,0,0,0,49,34,26,56.7
ITA,FW,26,1992,6.2,4,0,0,16,7,3,1,1,3,0,0,0,14,20,29,40.8
TUR,"MF,FW",26,1991,5.4,2,0,0,5,11,7,19,1,5,0,0,0,33,5,21,19.2
ESP,DF,30,1987,29.7,10,0,0,34,12,1,8,39,23,0,1,1,114,78,56,58.2
VEN,"MF,DF",20,1998,12.8,5,0,0,32,23,0,10,14,24,0,1,0,85,31,17,64.6
ESP,"MF,FW",26,1992,11.2,2,0,0,6,16,3,43,9,9,0,0,0,74,3,5,37.5
ARG,FW,29,1988,0.1,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,
CMR,"DF,FW",30,1988,19.0,7,1,0,34,20,4,63,20,24,0,0,0,90,23,17,57.5
UKR,GK,19,1999,4.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0
ESP,"MF,DF",23,1994,2.1,1,0,0,5,2,0,8,2,2,0,0,0,12,5,5,50.0
MEX,DF,25,1992,3.6,1,0,0,3,1,0,3,7,4,0,0,0,20,10,2,83.3
URU,"MF,FW",25,1993,2.4,0,0,0,4,8,0,5,3,4,0,0,0,26,1,3,25.0
GRE,DF,29,1988,32.9,5,0,0,30,10,2,11,65,32,0,0,0,221,102,37,73.4
ARG,DF,27,1990,2.3,0,0,0,3,0,0,0,1,2,0,0,0,9,4,4,50.0
ESP,MF,23,1994,13.3,6,1,1,28,11,0,37,13,16,0,0,0,61,15,16,48.4
ARG,FW,27,1991,22.1,5,0,0,41,29,9,2,8,14,0,0,0,58,209,151,58.1
ESP,GK,34,1984,33.9,5,0,0,0,7,0,0,2,0,0,0,0,36,10,0,100.0
ESP,"MF,FW",28,1990,7.0,2,0,0,16,11,1,22,7,3,1,0,0,31,8,14,36.4
ARG,"DF,FW",24,1994,30.0,9,0,0,50,20,3,156,29,38,0,0,0,144,16,20,44.4
ESP,"MF,FW",23,1995,1.3,0,0,0,1,4,0,2,2,1,0,0,0,5,4,1,80.0
ESP,"DF,FW",29,1988,16.2,0,0,0,8,18,0,95,19,12,0,0,0,76,18,18,50.0
NGA,DF,24,1993,27.0,7,0,0,17,11,1,2,37,27,0,2,0,134,53,31,63.1
DEN,FW,27,1991,15.6,5,0,0,24,16,14,2,3,3,1,0,0,44,29,44,39.7
URU,"FW,MF",25,1993,6.2,4,0,0,19,11,16,7,1,5,0,0,0,20,13,21,38.2
ESP,MF,25,1993,23.0,3,0,0,30,24,0,33,39,32,0,0,0,155,44,25,63.8
MAR,"MF,FW",31,1986,10.7,0,0,0,17,11,2,38,4,4,0,0,0,53,7,19,26.9
ESP,DF,29,1989,4.2,1,0,0,4,5,0,8,6,6,0,0,0,18,8,1,88.9
ESP,MF,27,1991,14.3,9,0,0,46,27,0,9,14,21,0,0,0,93,25,11,69.4
ESP,DF,22,1996,15.9,3,0,0,15,7,0,8,31,14,0,0,0,61,23,23,50.0
ESP,MF,29,1989,27.5,7,1,0,33,40,0,4,40,42,0,0,0,225,48,39,55.2
ESP,"FW,MF",26,1992,3.3,0,0,0,4,4,2,2,0,1,0,0,0,7,15,19,44.1
ESP,DF,26,1992,22.5,11,1,1,31,30,0,24,53,31,0,2,0,101,53,41,56.4
UKR,"DF,FW",20,1997,5.3,2,0,0,11,3,0,29,4,11,0,0,0,30,7,7,50.0
MAR,FW,21,1997,23.4,7,0,0,36,40,17,34,6,8,0,0,1,71,141,105,57.3
ESP,MF,20,1998,27.8,6,0,0,31,27,4,137,16,25,1,0,0,138,22,47,31.9
ESP,GK,27,1991,16.0,0,0,0,0,4,0,0,1,0,0,0,0,20,2,0,100.0
ESP,"DF,FW",27,1991,14.0,4,0,0,14,12,0,52,15,10,0,0,0,99,13,8,61.9
ESP,FW,21,1997,18.0,1,0,0,16,33,16,5,5,4,0,0,0,64,21,45,31.8
CIV,MF,25,1992,3.5,1,0,0,13,6,0,1,3,7,0,1,0,15,4,11,26.7
ESP,DF,26,1992,13.9,7,0,0,19,5,0,0,19,19,0,0,0,51,31,16,66.0
ESP,DF,31,1987,20.2,5,1,1,26,31,1,44,40,27,0,0,0,113,24,37,39.3
GHA,FW,22,1996,7.8,2,0,0,14,19,9,3,1,3,0,0,0,12,28,24,53.8
MKD,MF,23,1995,31.5,6,0,0,61,47,5,72,31,43,1,1,0,198,10,27,27.0
URU,DF,23,1995,18.1,11,2,1,33,13,1,2,29,13,0,1,0,69,38,34,52.8
ESP,"DF,MF",21,1996,1.7,0,0,0,1,1,0,0,1,5,0,0,0,5,5,4,55.6
ESP,"DF,FW",24,1994,25.9,10,0,0,26,51,3,68,46,25,0,1,0,139,33,32,50.8
ESP,MF,25,1993,35.7,11,0,0,42,35,4,149,48,45,0,1,0,268,41,45,47.7
ESP,"FW,MF",31,1987,35.5,7,0,0,31,52,22,71,12,15,3,0,0,127,15,41,26.8
ESP,GK,22,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
NGA,"DF,MF",23,1995,8.7,1,0,0,8,6,0,29,12,8,0,1,0,47,3,9,25.0
MNE,MF,26,1991,7.4,5,1,1,21,11,0,0,10,18,0,1,0,39,15,7,68.2
ESP,GK,28,1989,21.0,1,0,0,0,2,0,0,1,1,0,0,0,11,4,1,80.0
ESP,DF,34,1983,5.2,1,0,0,7,12,0,14,8,3,0,0,0,26,4,5,44.4
GHA,FW,22,1995,2.5,0,0,0,8,6,4,3,0,0,1,0,0,5,6,12,33.3
ESP,DF,23,1995,31.7,6,0,0,28,13,1,1,51,29,0,1,1,191,60,66,47.6
ESP,FW,27,1991,21.0,5,0,0,38,32,8,17,4,6,1,0,0,48,21,53,28.4
ESP,MF,27,1991,20.0,13,2,2,49,53,1,85,21,33,0,0,0,130,24,20,54.5
POR,DF,24,1994,14.9,4,0,0,15,11,1,5,19,17,0,0,0,70,25,25,50.0
BIH,MF,24,1993,5.9,3,0,0,8,10,0,4,11,13,0,0,0,39,15,5,75.0
ESP,DF,29,1988,16.1,4,1,0,12,4,0,0,20,15,0,0,0,75,20,29,40.8
ESP,"DF,FW",28,1989,19.6,4,0,0,11,18,9,49,14,13,0,1,1,107,7,15,31.8
SEN,DF,27,1991,23.4,4,2,0,24,13,1,1,29,33,0,3,0,154,68,30,69.4
ESP,"MF,FW",26,1992,25.4,5,1,1,44,36,9,222,29,26,1,1,0,127,20,46,30.3
ESP,GK,33,1985,17.0,1,0,0,0,2,0,0,2,1,0,0,0,24,1,0,100.0
CPV,"FW,MF",28,1990,14.5,6,0,0,22,9,8,108,9,9,1,0,0,82,24,18,57.1
ESP,DF,23,1994,2.0,1,0,0,4,2,0,0,8,4,0,1,0,7,6,4,60.0
ESP,DF,36,1982,1.0,0,0,0,0,1,0,0,2,0,0,0,0,3,2,1,66.7
URU,DF,24,1994,14.2,8,0,0,30,6,0,5,47,32,0,1,0,78,41,25,62.1
ARG,FW,29,1989,1.9,1,1,0,5,4,2,2,0,2,0,0,0,4,8,6,57.1
COD,"MF,FW",27,1991,8.0,1,0,0,9,5,3,42,9,7,0,0,0,35,5,14,26.3
COD,MF,25,1992,19.2,7,0,0,27,39,1,22,8,7,0,0,0,88,9,17,34.6
ESP,"MF,DF",31,1987,3.2,1,0,0,4,2,0,1,6,5,0,0,0,14,11,5,68.8
ESP,"FW,MF",36,1982,2.6,0,0,0,3,3,1,1,1,3,1,0,0,9,10,10,50.0
IDN,DF,26,1992,30.7,9,0,0,47,9,1,0,43,31,0,2,0,147,48,48,50.0
ESP,MF,22,1996,18.0,4,0,0,12,23,2,20,4,10,0,0,0,75,7,22,24.1
PER,DF,28,1990,26.5,6,2,2,48,46,0,54,19,38,2,0,0,131,24,33,42.1
ESP,MF,31,1987,11.4,5,0,0,21,26,2,3,14,23,0,0,0,92,28,16,63.6
ESP,FW,23,1994,31.3,5,0,0,61,37,18,11,9,3,0,0,0,70,43,67,39.1
ESP,MF,21,1996,22.6,6,0,0,28,28,1,7,30,35,0,0,0,137,36,51,41.4
ESP,DF,20,1997,2.0,0,0,0,2,2,0,8,1,3,0,0,1,8,1,5,16.7
