nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
WAL,MF,26,1990,32.6,,52,,,,,,,,,,,63,,,
IRL,"FW,MF",32,1983,14.5,,7,,,,,,,,,,,7,,,
BEL,"FW,MF",18,1997,0.5,,1,,,,,,,,,,,0,,,
ENG,GK,33,1983,28.0,,1,,,,,,,,,,,1,,,
SEN,"FW,MF",28,1987,15.4,,26,,,,,,,,,,,18,,,
ESP,"DF,MF",24,1992,7.2,,12,,,,,,,,,,,21,,,
AUT,"FW,MF",27,1989,30.2,,27,,,,,,,,,,,29,,,
ENG,FW,35,1981,14.9,,4,,,,,,,,,,,3,,,
SCO,DF,31,1985,13.0,,27,,,,,,,,,,,30,,,
GER,DF,27,1989,2.0,,3,,,,,,,,,,,4,,,
EGY,MF,19,1997,9.5,,20,,,,,,,,,,,5,,,
ENG,DF,28,1987,35.0,,36,,,,,,,,,,,56,,,
BDI,"FW,MF",22,1993,8.0,,6,,,,,,,,,,,1,,,
IRL,GK,40,1976,5.0,,0,,,,,,,,,,,0,,,
CIV,FW,27,1988,7.6,,3,,,,,,,,,,,3,,,
SUI,"FW,MF",24,1991,18.9,,6,,,,,,,,,,,10,,,
BEL,"FW,MF",21,1995,18.1,,15,,,,,,,,,,,9,,,
ENG,DF,29,1987,25.2,,43,,,,,,,,,,,50,,,
CRC,"DF,MF",26,1990,9.4,,27,,,,,,,,,,,18,,,
IRL,MF,28,1987,7.1,,11,,,,,,,,,,,13,,,
GAB,"DF,MF",22,1994,28.0,,64,,,,,,,,,,,50,,,
SCO,"DF,MF",21,1994,6.8,,14,,,,,,,,,,,15,,,
ENG,"FW,MF",22,1994,11.4,,11,,,,,,,,,,,9,,,
ITA,"FW,MF",25,1991,19.3,,16,,,,,,,,,,,23,,,
ENG,"FW,MF",21,1994,2.6,,8,,,,,,,,,,,4,,,
ENG,"DF,MF",25,1991,16.6,,29,,,,,,,,,,,19,,,
GER,"DF,MF",25,1990,4.8,,10,,,,,,,,,,,11,,,
BEL,DF,21,1995,20.9,,26,,,,,,,,,,,36,,,
ESP,DF,22,1994,15.9,,22,,,,,,,,,,,25,,,
NED,"FW,MF",28,1987,0.8,,2,,,,,,,,,,,2,,,
ENG,FW,33,1982,36.9,,14,,,,,,,,,,,4,,,
SWE,"FW,MF",17,1999,0.1,,0,,,,,,,,,,,0,,,
IRL,"DF,MF",35,1981,24.0,,20,,,,,,,,,,,41,,,
ENG,DF,33,1982,1.4,,0,,,,,,,,,,,4,,,
ENG,GK,22,1994,29.0,,0,,,,,,,,,,,3,,,
CIV,DF,27,1989,28.3,,28,,,,,,,,,,,51,,,
ENG,MF,28,1988,7.0,,8,,,,,,,,,,,22,,,
USA,"DF,FW",20,1995,4.1,,11,,,,,,,,,,,6,,,
NIR,"DF,MF",21,1995,3.9,,6,,,,,,,,,,,5,,,
SEN,DF,27,1988,17.5,,18,,,,,,,,,,,54,,,
NED,DF,25,1990,19.8,,28,,,,,,,,,,,46,,,
SWE,MF,31,1985,16.3,,31,,,,,,,,,,,17,,,
RSA,MF,34,1982,8.9,,15,,,,,,,,,,,17,,,
NGA,FW,28,1988,13.5,,8,,,,,,,,,,,9,,,
ITA,GK,28,1988,9.0,,0,,,,,,,,,,,1,,,
TUN,"FW,MF",25,1991,9.4,,10,,,,,,,,,,,9,,,
FRA,DF,30,1986,1.0,,0,,,,,,,,,,,1,,,
ENG,DF,22,1994,27.0,,24,,,,,,,,,,,29,,,
ESP,FW,23,1992,6.2,,2,,,,,,,,,,,4,,,
ARG,DF,27,1989,27.0,,30,,,,,,,,,,,50,,,
ESP,FW,31,1985,27.1,,17,,,,,,,,,,,2,,,
ISL,"FW,MF",26,1989,37.0,,33,,,,,,,,,,,37,,,
ENG,"DF,MF",27,1989,24.8,,46,,,,,,,,,,,57,,,
SCO,MF,22,1994,7.7,,20,,,,,,,,,,,7,,,
ECU,"FW,MF",26,1989,5.4,,5,,,,,,,,,,,1,,,
GHA,"FW,MF",24,1991,9.6,,12,,,,,,,,,,,8,,,
IDN,DF,24,1992,15.7,,23,,,,,,,,,,,31,,,
KOR,MF,27,1989,14.3,,18,,,,,,,,,,,21,,,
SWE,GK,27,1989,1.0,,0,,,,,,,,,,,0,,,
ENG,DF,27,1988,30.2,,57,,,,,,,,,,,39,,,
ENG,MF,33,1982,12.9,,15,,,,,,,,,,,24,,,
NED,MF,26,1990,26.7,,41,,,,,,,,,,,23,,,
NED,"FW,MF",25,1990,4.6,,0,,,,,,,,,,,3,,,
SWE,"DF,MF",28,1988,13.9,,7,,,,,,,,,,,11,,,
NED,DF,23,1992,7.4,,8,,,,,,,,,,,19,,,
GAM,"FW,MF",23,1992,12.7,,18,,,,,,,,,,,6,,,
ENG,"FW,MF",28,1987,2.4,,4,,,,,,,,,,,3,,,
WAL,"DF,MF",27,1989,10.2,,18,,,,,,,,,,,26,,,
SCO,FW,20,1996,0.9,,1,,,,,,,,,,,0,,,
SCO,DF,22,1994,11.5,,10,,,,,,,,,,,9,,,
ENG,MF,24,1992,15.4,,27,,,,,,,,,,,18,,,
ENG,"FW,MF",31,1985,21.4,,20,,,,,,,,,,,16,,,
ESP,DF,33,1982,9.2,,23,,,,,,,,,,,26,,,
POL,GK,31,1985,37.0,,2,,,,,,,,,,,1,,,
WAL,"DF,MF",23,1993,19.3,,30,,,,,,,,,,,12,,,
DEN,"FW,MF",24,1992,35.1,,35,,,,,,,,,,,25,,,
ENG,"DF,MF",26,1990,17.0,,34,,,,,,,,,,,22,,,
ENG,"FW,MF",20,1996,33.7,,40,,,,,,,,,,,13,,,
ENG,"DF,MF",22,1994,33.8,,34,,,,,,,,,,,37,,,
SVK,MF,20,1996,0.1,,1,,,,,,,,,,,0,,,
CMR,"FW,MF",21,1995,0.6,,1,,,,,,,,,,,0,,,
ENG,FW,23,1993,28.0,,15,,,,,,,,,,,7,,,
ENG,MF,20,1996,5.5,,8,,,,,,,,,,,6,,,
FRA,GK,29,1986,33.4,,0,,,,,,,,,,,2,,,
BEL,DF,29,1987,32.2,,37,,,,,,,,,,,44,,,
ENG,"FW,MF",19,1997,0.2,,2,,,,,,,,,,,0,,,
AUT,DF,23,1992,4.0,,2,,,,,,,,,,,5,,,
ENG,"DF,MF",25,1990,6.3,,14,,,,,,,,,,,7,,,
ENG,"DF,MF",26,1990,30.0,,53,,,,,,,,,,,38,,,
NED,GK,32,1983,4.6,,1,,,,,,,,,,,0,,,
BEL,MF,29,1987,22.8,,55,,,,,,,,,,,26,,,
FRA,"FW,MF",26,1989,10.1,,12,,,,,,,,,,,7,,,
KOR,"FW,MF",24,1992,22.9,,13,,,,,,,,,,,7,,,
BEL,DF,27,1989,28.9,,35,,,,,,,,,,,26,,,
ENG,MF,24,1992,0.0,,0,,,,,,,,,,,0,,,
KEN,MF,25,1991,33.5,,64,,,,,,,,,,,39,,,
NED,FW,22,1994,9.4,,14,,,,,,,,,,,4,,,
ARG,"FW,MF",24,1992,6.6,,12,,,,,,,,,,,4,,,
MLI,"FW,MF",23,1993,15.1,,13,,,,,,,,,,,22,,,
ALG,MF,30,1985,8.0,,17,,,,,,,,,,,10,,,
JAM,DF,29,1986,6.2,,16,,,,,,,,,,,14,,,
ENG,DF,18,1997,0.6,,1,,,,,,,,,,,2,,,
ENG,MF,31,1985,0.6,,1,,,,,,,,,,,4,,,
ENG,"DF,MF",18,1997,1.3,,1,,,,,,,,,,,3,,,
BEL,DF,25,1991,8.6,,13,,,,,,,,,,,16,,,
ROU,GK,29,1987,0.9,,0,,,,,,,,,,,0,,,
NIR,DF,27,1989,12.9,,18,,,,,,,,,,,16,,,
NED,DF,27,1989,18.0,,30,,,,,,,,,,,23,,,
ATG,MF,17,1999,0.3,,0,,,,,,,,,,,0,,,
BRA,GK,35,1981,37.1,,0,,,,,,,,,,,3,,,
SCO,"FW,MF",28,1988,0.1,,0,,,,,,,,,,,0,,,
NGA,"FW,MF",20,1996,5.8,,12,,,,,,,,,,,6,,,
ENG,FW,19,1996,1.3,,0,,,,,,,,,,,0,,,
GRE,"DF,MF",32,1984,32.3,,47,,,,,,,,,,,58,,,
COL,"DF,MF",30,1985,9.2,,16,,,,,,,,,,,19,,,
BRA,"FW,MF",20,1996,0.2,,0,,,,,,,,,,,0,,,
SEN,"FW,MF",21,1994,13.8,,6,,,,,,,,,,,10,,,
CZE,"FW,MF",24,1992,0.0,,0,,,,,,,,,,,0,,,
ARG,"FW,MF",29,1987,2.3,,1,,,,,,,,,,,0,,,
ENG,FW,18,1998,0.1,,0,,,,,,,,,,,0,,,
URU,DF,31,1985,25.4,,33,,,,,,,,,,,52,,,
MAR,"FW,MF",29,1987,23.2,,35,,,,,,,,,,,27,,,
NGA,FW,27,1989,14.3,,8,,,,,,,,,,,4,,,
ARG,"DF,FW",25,1991,11.5,,6,,,,,,,,,,,8,,,
AUT,"DF,MF",29,1987,30.8,,28,,,,,,,,,,,55,,,
ITA,FW,26,1989,10.6,,10,,,,,,,,,,,1,,,
ENG,MF,26,1989,16.0,,20,,,,,,,,,,,19,,,
ENG,FW,28,1988,32.7,,16,,,,,,,,,,,18,,,
SUI,"DF,MF",31,1985,22.6,,56,,,,,,,,,,,34,,,
FRA,DF,30,1986,20.2,,20,,,,,,,,,,,47,,,
FRA,MF,28,1988,35.6,,44,,,,,,,,,,,61,,,
CMR,"DF,MF",28,1988,29.3,,55,,,,,,,,,,,61,,,
ENG,GK,33,1983,38.0,,0,,,,,,,,,,,2,,,
ZIM,DF,20,1996,2.7,,6,,,,,,,,,,,7,,,
NIR,"DF,MF",31,1984,27.5,,27,,,,,,,,,,,33,,,
ARG,MF,29,1987,26.9,,65,,,,,,,,,,,60,,,
ENG,DF,26,1990,36.4,,46,,,,,,,,,,,61,,,
ENG,MF,29,1986,2.4,,3,,,,,,,,,,,2,,,
SCO,MF,32,1984,35.9,,30,,,,,,,,,,,44,,,
NIR,DF,36,1979,34.9,,37,,,,,,,,,,,74,,,
WAL,"FW,MF",27,1989,7.8,,4,,,,,,,,,,,4,,,
ENG,MF,26,1989,14.5,,21,,,,,,,,,,,19,,,
IRL,"DF,FW",27,1989,16.4,,41,,,,,,,,,,,19,,,
SCO,"FW,MF",30,1986,19.3,,19,,,,,,,,,,,22,,,
SWE,DF,33,1983,6.6,,2,,,,,,,,,,,11,,,
ENG,"FW,MF",17,1999,2.0,,0,,,,,,,,,,,2,,,
NIR,DF,28,1988,29.3,,26,,,,,,,,,,,82,,,
IRL,"DF,MF",28,1987,2.8,,3,,,,,,,,,,,5,,,
SCO,"DF,FW",25,1991,24.2,,14,,,,,,,,,,,21,,,
BEL,"FW,MF",26,1989,23.7,,20,,,,,,,,,,,22,,,
ENG,FW,34,1982,0.1,,0,,,,,,,,,,,1,,,
BDI,"FW,MF",22,1993,2.7,,2,,,,,,,,,,,0,,,
VEN,FW,26,1989,32.1,,14,,,,,,,,,,,8,,,
ENG,MF,18,1998,3.1,,6,,,,,,,,,,,4,,,
ENG,"DF,MF",26,1989,23.5,,16,,,,,,,,,,,25,,,
ESP,GK,29,1987,16.0,,0,,,,,,,,,,,0,,,
GHA,"FW,MF",26,1989,16.0,,12,,,,,,,,,,,11,,,
ENG,FW,27,1989,14.6,,3,,,,,,,,,,,6,,,
ITA,DF,28,1988,19.5,,24,,,,,,,,,,,39,,,
COD,"DF,MF",22,1993,10.8,,32,,,,,,,,,,,26,,,
ENG,FW,20,1995,4.1,,2,,,,,,,,,,,0,,,
SEN,"DF,MF",26,1989,30.3,,53,,,,,,,,,,,78,,,
IRL,GK,29,1987,22.0,,0,,,,,,,,,,,1,,,
ENG,"DF,MF",17,1999,0.0,,0,,,,,,,,,,,0,,,
SEN,FW,26,1989,2.0,,1,,,,,,,,,,,0,,,
FRA,"FW,MF",29,1987,16.8,,7,,,,,,,,,,,6,,,
SUI,"DF,MF",20,1996,11.1,,14,,,,,,,,,,,20,,,
ECU,"FW,MF",26,1989,2.3,,1,,,,,,,,,,,4,,,
TUR,"FW,MF",24,1992,2.7,,3,,,,,,,,,,,0,,,
NOR,"DF,MF",26,1990,10.6,,16,,,,,,,,,,,24,,,
WAL,DF,32,1983,18.4,,18,,,,,,,,,,,37,,,
ARG,FW,22,1993,6.0,,5,,,,,,,,,,,4,,,
POR,DF,32,1983,15.6,,14,,,,,,,,,,,39,,,
ARG,"FW,MF",23,1993,30.1,,34,,,,,,,,,,,51,,,
ENG,MF,29,1987,26.5,,32,,,,,,,,,,,42,,,
JAM,"FW,MF",26,1990,27.0,,28,,,,,,,,,,,28,,,
EQG,MF,24,1992,19.6,,57,,,,,,,,,,,33,,,
SCO,"FW,MF",28,1987,9.3,,10,,,,,,,,,,,4,,,
ENG,"DF,MF",22,1993,13.9,,20,,,,,,,,,,,44,,,
ITA,FW,25,1991,5.1,,4,,,,,,,,,,,3,,,
ALG,"FW,MF",26,1989,11.6,,13,,,,,,,,,,,14,,,
NZL,DF,28,1988,28.7,,29,,,,,,,,,,,86,,,
ESP,DF,33,1983,2.9,,4,,,,,,,,,,,9,,,
WAL,MF,26,1990,20.5,35,27,18,17,0,8,44,18.2,36,14,3,11,24,59,6,1
ENG,"DF,MF",19,1997,10.2,25,17,12,7,6,14,31,45.2,17,15,1,14,12,37,35,2
NGA,"MF,FW",21,1996,20.3,19,15,8,8,3,5,18,27.8,13,19,1,18,7,26,10,1
ENG,DF,23,1993,2.7,5,3,2,2,1,2,3,66.7,1,5,2,3,6,11,8,0
FRA,FW,26,1991,24.5,24,17,6,11,7,4,27,14.8,23,19,3,16,7,31,5,0
CHI,"MF,FW",28,1988,16.7,20,9,9,4,7,7,32,21.9,25,5,2,3,6,26,1,0
ENG,DF,22,1995,9.6,17,10,10,6,1,5,14,35.7,9,14,11,3,18,35,47,0
ENG,"FW,MF",26,1990,13.3,20,13,9,5,6,4,12,33.3,8,22,1,21,11,31,13,0
COL,GK,28,1988,4.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ENG,FW,18,1999,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
FRA,"MF,DF",26,1991,1.9,5,4,2,3,0,1,3,33.3,2,1,0,1,3,8,2,0
SUI,MF,24,1992,36.2,78,57,35,40,3,26,69,37.7,43,30,9,21,37,115,68,4
ARM,"FW,MF",28,1989,8.8,18,13,9,7,2,5,21,23.8,16,16,2,14,8,26,7,0
ESP,DF,22,1995,33.9,57,43,36,12,9,25,52,48.1,27,42,8,34,23,80,89,4
ENG,MF,25,1992,13.3,15,10,3,7,5,4,20,20.0,16,10,2,8,8,23,5,0
ENG,MF,17,1999,0.9,4,2,4,0,0,1,1,100.0,0,3,0,3,1,5,2,0
GRE,DF,19,1997,2.2,1,1,1,0,0,1,2,50.0,1,4,3,1,6,7,11,1
FRA,DF,31,1985,24.7,43,21,27,12,4,19,33,57.6,14,28,15,13,54,97,138,3
GER,"MF,FW",28,1988,24.0,20,13,6,10,4,5,22,22.7,17,11,1,10,12,32,9,0
EGY,MF,25,1992,9.6,12,6,6,3,3,6,10,60.0,4,11,0,11,10,22,12,2
ESP,DF,31,1986,24.9,54,32,19,29,6,21,48,43.8,27,26,7,19,56,110,83,2
FRA,FW,30,1986,4.3,5,4,1,2,2,1,5,20.0,4,1,0,1,1,6,4,0
GER,DF,32,1984,4.1,2,2,0,2,0,0,1,0.0,1,4,3,1,6,8,22,2
CZE,GK,35,1982,33.8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,23,7
GAB,FW,28,1989,11.7,5,4,3,2,0,1,7,14.3,6,14,1,13,3,8,7,0
ENG,"FW,MF",17,1999,1.6,4,3,1,1,2,0,0,,0,4,0,4,3,7,0,0
ENG,DF,21,1995,9.1,19,14,13,5,1,4,12,33.3,8,16,10,6,21,40,40,2
BIH,DF,24,1993,23.9,49,37,28,13,8,20,39,51.3,19,15,3,12,26,75,56,0
GER,DF,25,1992,25.3,64,46,42,18,4,28,54,51.9,26,23,15,8,57,121,175,2
ENG,"FW,MF",28,1989,0.8,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0
ENG,"DF,MF",26,1991,23.0,50,36,33,16,1,24,53,45.3,29,46,8,38,31,81,73,0
ENG,MF,30,1986,20.6,16,12,5,8,3,6,23,26.1,17,33,12,21,16,32,52,2
BIH,GK,30,1987,38.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,16,7
COD,FW,24,1993,6.8,4,3,1,2,1,1,6,16.7,5,4,0,4,0,4,6,0
ENG,FW,25,1992,22.0,9,5,2,6,1,1,14,7.1,13,15,3,12,3,12,15,0
ENG,"DF,MF",30,1986,33.4,48,34,32,12,4,22,41,53.7,19,34,7,27,31,79,114,0
ENG,MF,27,1990,21.6,50,25,19,26,5,19,68,27.9,49,36,8,28,25,75,35,0
USA,MF,21,1996,0.6,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,1,0
IRL,MF,27,1989,10.7,19,16,10,7,2,6,23,26.1,17,18,5,13,9,28,6,0
ENG,DF,20,1996,0.8,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,4,0
ENG,FW,34,1982,12.1,12,9,2,6,4,2,10,20.0,8,10,0,10,4,16,1,0
ENG,"MF,FW",21,1995,22.2,14,12,7,5,2,6,22,27.3,16,5,0,5,10,24,11,0
NOR,"FW,MF",25,1992,27.3,36,26,11,17,8,4,27,14.8,23,23,3,20,4,40,14,1
ENG,"MF,FW",27,1989,14.3,16,8,8,4,4,7,15,46.7,8,21,6,15,6,22,15,0
ENG,MF,20,1997,24.9,67,35,37,30,0,26,69,37.7,43,33,12,21,35,102,25,2
FRA,"FW,MF",21,1996,6.6,9,5,6,3,0,0,8,0.0,8,5,2,3,3,12,9,0
ENG,"MF,FW",30,1987,10.9,7,3,2,4,1,2,10,20.0,8,6,1,5,13,20,13,2
NED,DF,22,1995,37.3,53,32,34,16,3,22,40,55.0,18,47,24,23,48,101,246,2
SCO,"MF,DF",23,1994,22.3,11,8,7,2,2,7,20,35.0,13,20,4,16,17,28,34,0
ENG,DF,32,1985,30.1,49,34,26,16,7,24,43,55.8,19,29,18,11,49,98,194,4
ENG,DF,26,1991,30.7,37,19,28,7,2,19,29,65.5,10,63,45,18,54,91,232,4
ENG,DF,24,1993,2.2,1,1,1,0,0,0,0,,0,2,2,0,6,7,13,1
FRA,"MF,FW",25,1991,26.9,39,26,25,11,3,16,55,29.1,39,29,3,26,23,62,16,0
ISR,MF,29,1988,8.3,18,11,10,7,1,6,26,23.1,20,11,4,7,12,30,9,0
ESP,DF,36,1980,22.4,30,17,21,6,3,14,22,63.6,8,17,11,6,38,68,76,0
ENG,DF,24,1992,2.2,2,2,1,1,0,1,4,25.0,3,3,3,0,1,3,9,0
ENG,MF,28,1989,36.0,104,62,63,39,2,32,114,28.1,82,53,16,37,63,167,69,1
NED,MF,25,1991,34.7,73,44,35,35,3,18,83,21.7,65,35,11,24,60,133,80,2
ITA,DF,28,1989,14.6,20,13,14,6,0,12,27,44.4,15,7,3,4,19,39,58,2
CMR,DF,29,1988,24.8,39,32,25,11,3,15,26,57.7,11,24,6,18,40,79,81,1
ENG,FW,33,1983,24.4,18,12,4,11,3,2,18,11.1,16,16,4,12,5,23,27,0
ENG,"MF,FW",20,1997,3.5,3,3,2,1,0,1,7,14.3,6,3,0,3,1,4,3,0
SCO,MF,27,1989,1.9,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,3,0
COL,"MF,FW",25,1992,22.0,23,15,12,9,2,7,19,36.8,12,6,0,6,16,39,34,0
CUW,"FW,MF",23,1993,2.5,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,1,1
ARG,FW,31,1986,3.0,3,1,0,1,2,1,7,14.3,6,1,0,1,0,3,3,0
ENG,DF,25,1991,38.0,67,33,49,18,0,25,48,52.1,23,73,58,15,71,138,230,2
ENG,DF,33,1984,1.8,4,3,2,1,1,2,5,40.0,3,2,1,1,4,8,7,0
AUT,DF,30,1987,13.1,25,15,18,4,3,10,22,45.5,12,16,2,14,12,37,49,1
AUS,GK,25,1992,38.0,0,0,0,0,0,0,3,0.0,3,0,0,0,3,3,10,3
GER,"FW,MF",26,1991,32.5,36,24,18,16,2,10,67,14.9,57,31,5,26,14,50,20,0
ENG,FW,28,1989,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
IRL,DF,25,1992,36.6,31,19,22,9,0,7,20,35.0,13,66,59,7,50,81,332,5
ENG,"MF,FW",23,1994,20.6,54,41,34,14,6,22,54,40.7,32,27,3,24,13,67,49,0
ISR,FW,30,1987,9.4,7,5,3,4,0,2,10,20.0,8,10,1,9,2,9,12,0
GER,DF,31,1986,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
ENG,MF,30,1987,12.4,20,14,5,14,1,2,20,10.0,18,20,5,15,8,28,18,0
AUS,MF,19,1998,0.0,,,,,,,,,,,,,,,,
ENG,FW,27,1989,24.1,21,14,1,14,6,5,29,17.2,24,26,5,21,2,23,19,0
ENG,MF,27,1990,12.3,13,10,10,3,0,2,16,12.5,14,17,9,8,19,32,16,0
ENG,DF,27,1989,29.0,33,20,22,11,0,16,29,55.2,13,51,42,9,33,66,217,1
ENG,DF,23,1993,10.6,16,4,9,6,1,7,12,58.3,5,13,5,8,15,31,52,0
NZL,FW,25,1991,18.0,7,3,2,3,2,3,13,23.1,10,12,4,8,0,7,16,0
CMR,"MF,FW",22,1995,2.5,7,6,5,1,1,3,8,37.5,5,4,0,4,1,8,1,0
ENG,MF,28,1989,38.0,60,44,25,27,8,20,62,32.3,42,36,15,21,41,101,86,1
ENG,DF,24,1992,31.0,46,26,36,10,0,17,38,44.7,21,55,43,12,50,96,223,2
IRL,"FW,MF",25,1992,25.9,16,10,4,10,2,3,17,17.6,14,11,2,9,8,24,21,1
IRL,FW,33,1983,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ISL,MF,26,1990,31.5,43,27,16,19,8,20,47,42.6,27,21,1,20,34,77,43,0
IRL,DF,26,1990,16.0,32,23,28,4,0,16,26,61.5,10,25,14,11,19,51,129,1
ENG,DF,28,1989,25.5,55,34,26,27,2,28,60,46.7,32,35,15,20,39,94,141,2
BER,"FW,MF",27,1990,0.6,4,3,0,3,1,1,1,100.0,0,2,0,2,0,4,0,0
ENG,GK,25,1992,34.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,21,0
SCO,DF,32,1985,12.5,17,16,9,7,1,4,11,36.4,7,22,6,16,22,39,77,0
IRL,MF,25,1992,14.2,32,21,14,17,1,8,28,28.6,20,17,3,14,7,39,29,0
WAL,FW,27,1989,11.1,3,1,1,2,0,0,3,0.0,3,6,2,4,3,6,15,0
CAN,"MF,FW",28,1988,14.8,36,26,20,13,3,19,44,43.2,25,22,1,21,11,47,24,0
IRL,DF,31,1985,27.3,39,31,27,8,4,20,42,47.6,22,27,12,15,42,81,126,0
BEL,MF,29,1988,22.2,33,22,12,18,3,10,46,21.7,36,35,7,28,46,79,25,0
ENG,GK,31,1986,3.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
DEN,DF,21,1996,23.2,26,13,23,3,0,10,15,66.7,5,25,17,8,39,65,109,5
GER,DF,24,1993,26.0,31,21,20,10,1,15,31,48.4,16,29,15,14,24,55,115,1
ENG,"FW,DF",16,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP,MF,30,1987,25.6,68,49,30,29,9,18,69,26.1,51,25,4,21,22,90,26,2
BEL,FW,20,1996,0.4,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
ESP,DF,27,1989,37.0,80,59,47,26,7,27,54,50.0,27,48,22,26,54,134,135,1
ENG,MF,27,1990,5.9,15,10,6,8,1,3,17,17.6,14,10,2,8,8,23,7,0
BRA,"DF,MF",30,1987,9.3,18,11,13,4,1,11,21,52.4,10,9,5,4,24,42,45,2
ITA,"DF,MF",25,1992,12.2,26,11,14,9,3,11,25,44.0,14,11,2,9,6,32,26,0
BEL,"FW,MF",26,1991,26.9,6,3,2,3,1,3,21,14.3,18,11,0,11,3,9,0,0
ITA,DF,22,1994,3.1,6,4,4,2,0,5,5,100.0,0,2,0,2,2,8,10,0
WAL,DF,16,2000,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,2,0
ENG,DF,31,1985,23.2,29,21,15,9,5,10,21,47.6,11,21,14,7,27,56,127,1
CIV,MF,20,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP,"DF,MF",26,1990,31.7,51,33,30,18,3,23,44,52.3,21,36,5,31,47,98,76,1
BEL,FW,23,1993,4.0,5,4,2,3,0,1,3,33.3,2,0,0,0,1,6,3,0
FRA,MF,26,1991,33.3,113,77,55,52,6,33,92,35.9,59,40,4,36,85,198,29,3
FRA,FW,30,1986,6.8,4,3,1,2,1,1,3,33.3,2,0,0,0,1,5,5,0
ESP,"MF,FW",30,1987,16.9,20,11,6,8,6,5,18,27.8,13,13,1,12,13,33,7,1
ENG,MF,23,1993,1.4,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,2,0
BEL,GK,25,1992,35.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1
FRA,MF,22,1994,23.6,64,41,25,32,7,16,48,33.3,32,23,6,17,37,101,38,4
NGA,"DF,MF",26,1990,23.4,37,29,21,13,3,14,24,58.3,10,29,4,25,15,52,39,2
BRA,"MF,FW",28,1988,21.0,22,17,7,12,3,0,16,0.0,16,13,1,12,10,32,10,0
ARG,GK,35,1981,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
ESP,FW,24,1992,22.9,13,8,0,7,6,1,21,4.8,20,17,4,13,6,19,20,0
ENG,DF,19,1997,7.0,30,19,20,7,3,15,19,78.9,4,18,7,11,15,45,45,0
NOR,FW,21,1995,4.0,6,3,1,4,1,4,12,33.3,8,5,0,5,2,8,5,0
ENG,"FW,MF",26,1991,34.7,60,34,35,12,13,24,75,32.0,51,49,1,48,35,95,28,0
MLI,"FW,MF",29,1988,5.3,7,6,5,0,2,2,9,22.2,7,2,0,2,1,8,2,0
BEL,FW,26,1990,24.9,11,4,3,7,1,2,17,11.8,15,15,3,12,3,14,44,0
IRL,DF,36,1981,1.1,2,1,2,0,0,1,1,100.0,0,5,4,1,3,5,7,0
ENG,FW,24,1993,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
SCO,MF,29,1987,27.0,58,44,28,27,3,23,61,37.7,38,39,2,37,36,94,44,2
ENG,DF,28,1989,26.5,47,26,36,10,1,16,31,51.6,15,24,12,12,63,110,216,1
ENG,MF,31,1986,6.3,13,4,3,7,3,1,5,20.0,4,3,0,3,5,18,4,0
NED,"MF,DF",20,1996,4.9,11,8,6,4,1,0,2,0.0,2,7,1,6,12,23,13,0
GHA,"DF,MF",24,1992,19.4,57,36,35,20,2,23,43,53.5,20,34,8,26,24,81,67,0
ENG,DF,27,1989,17.9,35,30,23,12,0,16,28,57.1,12,27,11,16,28,63,76,0
ARG,GK,38,1979,11.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0
KOR,"FW,MF",29,1988,1.5,2,0,0,1,1,0,0,,0,3,0,3,2,4,0,1
ENG,FW,18,1998,0.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0
SRB,MF,26,1991,34.2,85,52,40,37,8,31,86,36.0,55,50,12,38,71,156,81,3
FRA,DF,27,1990,17.8,21,14,15,5,1,9,16,56.3,7,19,11,8,30,51,101,3
